# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2026/sm41128-1/processed/b21-472145_ascii/b21-472145_00011.dat
q(1/A)          Column          Error           
0.0045000000    0.5818294200    0.0199565840    
0.0046312084    0.4900317400    0.0186822850    
0.0047624169    0.4676980500    0.0168328210    
0.0048936253    0.4048339000    0.0150663580    
0.0050248338    0.4031517800    0.0150350240    
0.0051560422    0.3723645700    0.0134893330    
0.0052872507    0.3694275500    0.0133046080    
0.0054184591    0.3381638400    0.0125590900    
0.0055496676    0.3329933300    0.0116642470    
0.0056808760    0.3149560000    0.0116173270    
0.0058120845    0.2858485000    0.0104867640    
0.0059432929    0.2882059600    0.0103929380    
0.0060745014    0.2803397600    0.0103545760    
0.0062057098    0.2811036400    0.0097455153    
0.0063369183    0.2504463800    0.0094256362    
0.0064681267    0.2465216900    0.0090929565    
0.0065993352    0.2411649000    0.0086075167    
0.0067305436    0.2283967600    0.0086325511    
0.0068617521    0.2210763700    0.0080511193    
0.0069929605    0.2128775200    0.0079277032    
0.0071241689    0.2153715200    0.0080827412    
0.0072553774    0.2066224900    0.0076316634    
0.0073865858    0.1905997700    0.0073855168    
0.0075177943    0.1946314500    0.0073301278    
0.0076490027    0.2026004500    0.0072310676    
0.0077802112    0.1918319800    0.0071840521    
0.0079114196    0.1824275400    0.0068558783    
0.0080426281    0.1761919000    0.0066971316    
0.0081738365    0.1887412000    0.0069191965    
0.0083050450    0.1758475300    0.0064986662    
0.0084362534    0.1757684000    0.0064439304    
0.0085674619    0.1681377000    0.0063682595    
0.0086986703    0.1852595000    0.0064810246    
0.0088298788    0.1765339400    0.0064074274    
0.0089610872    0.1676646800    0.0060732355    
0.0090922957    0.1662627700    0.0060297024    
0.0092235041    0.1648174300    0.0060174081    
0.0093547126    0.1642736300    0.0058512351    
0.0094859210    0.1634951300    0.0058644362    
0.0096171294    0.1617700400    0.0057872734    
0.0097483379    0.1665778300    0.0057506488    
0.0098795463    0.1519785700    0.0055445699    
0.0100107550    0.1564567000    0.0054139496    
0.0101419630    0.1510037700    0.0054305935    
0.0102731720    0.1539198700    0.0054350327    
0.0104043800    0.1518889200    0.0052491254    
0.0105355890    0.1534119700    0.0053362441    
0.0106667970    0.1507667300    0.0051826802    
0.0107980050    0.1526628800    0.0051511932    
0.0109292140    0.1542688900    0.0052415104    
0.0110604220    0.1560129700    0.0050691239    
0.0111916310    0.1497140000    0.0049411139    
0.0113228390    0.1522999000    0.0049253523    
0.0114540480    0.1413161400    0.0047013762    
0.0115852560    0.1327220700    0.0044652479    
0.0117164650    0.1428333600    0.0046134678    
0.0118476730    0.1442436800    0.0045336422    
0.0119788820    0.1321210700    0.0043850405    
0.0121100900    0.1368771800    0.0043548281    
0.0122412980    0.1438548100    0.0044129458    
0.0123725070    0.1406825100    0.0043319586    
