# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2026/sm41128-1/processed/b21-472152_ascii/b21-472152_00015.dat
q(1/A)          Column          Error           
0.0045000000    0.4322832100    0.0171276840    
0.0046312084    0.3806069600    0.0163939020    
0.0047624169    0.3525644700    0.0145518930    
0.0048936253    0.3318686200    0.0135938490    
0.0050248338    0.2990709000    0.0128938620    
0.0051560422    0.2593347900    0.0112120010    
0.0052872507    0.2398934900    0.0106856840    
0.0054184591    0.2122531000    0.0099179123    
0.0055496676    0.2013198000    0.0090485789    
0.0056808760    0.2005195500    0.0092784175    
0.0058120845    0.1777400100    0.0082952573    
0.0059432929    0.1634328500    0.0078352801    
0.0060745014    0.1647138300    0.0079607127    
0.0062057098    0.1443685500    0.0070421693    
0.0063369183    0.1283555800    0.0068453581    
0.0064681267    0.1193905900    0.0064044011    
0.0065993352    0.1163564100    0.0060684531    
0.0067305436    0.1061209000    0.0060172026    
0.0068617521    0.1175716400    0.0059635350    
0.0069929605    0.1137977400    0.0059067385    
0.0071241689    0.1114152800    0.0059458492    
0.0072553774    0.0869974700    0.0052442971    
0.0073865858    0.0949046980    0.0054404571    
0.0075177943    0.0898116970    0.0052066634    
0.0076490027    0.0772340820    0.0048161552    
0.0077802112    0.0854102310    0.0050745153    
0.0079114196    0.0677273870    0.0044733539    
0.0080426281    0.0714139270    0.0045949227    
0.0081738365    0.0798741190    0.0047473554    
0.0083050450    0.0667821470    0.0043900460    
0.0084362534    0.0676504030    0.0043766692    
0.0085674619    0.0647856370    0.0043853816    
0.0086986703    0.0687085990    0.0043116801    
0.0088298788    0.0650324160    0.0042321811    
0.0089610872    0.0627909600    0.0040573201    
0.0090922957    0.0562900130    0.0039454362    
0.0092235041    0.0595354420    0.0040064969    
0.0093547126    0.0585571610    0.0039162867    
0.0094859210    0.0604508660    0.0039945909    
0.0096171294    0.0554697820    0.0037867057    
0.0097483379    0.0499144090    0.0036891599    
0.0098795463    0.0599154740    0.0038794617    
0.0100107550    0.0502373290    0.0035881895    
0.0101419630    0.0488214060    0.0036534515    
0.0102731720    0.0539581060    0.0036760593    
0.0104043800    0.0513714990    0.0034952020    
0.0105355890    0.0463284440    0.0034773119    
0.0106667970    0.0470461220    0.0034893556    
0.0107980050    0.0539452590    0.0034697937    
0.0109292140    0.0498237630    0.0034936721    
0.0110604220    0.0471091670    0.0032989737    
0.0111916310    0.0448809090    0.0032888545    
0.0113228390    0.0480426730    0.0032532772    
0.0114540480    0.0408946000    0.0031261298    
0.0115852560    0.0426475920    0.0030808170    
0.0117164650    0.0482124590    0.0031460065    
0.0118476730    0.0421091250    0.0030256784    
0.0119788820    0.0430081760    0.0030564417    
