# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2026/sm41128-1/processed/b21-472152_ascii/b21-472152_00020.dat
q(1/A)          Column          Error           
0.0045000000    0.4263035100    0.0170113620    
0.0046312084    0.3906100600    0.0166104290    
0.0047624169    0.3478638800    0.0144567300    
0.0048936253    0.2941561000    0.0128014780    
0.0050248338    0.2974924800    0.0128617220    
0.0051560422    0.2560247800    0.0111420280    
0.0052872507    0.2432917500    0.0107625730    
0.0054184591    0.2081537300    0.0098342422    
0.0055496676    0.2119152100    0.0093017731    
0.0056808760    0.1886809400    0.0089846015    
0.0058120845    0.1907654100    0.0085738388    
0.0059432929    0.1786809000    0.0082143243    
0.0060745014    0.1689297000    0.0080615815    
0.0062057098    0.1638455000    0.0074697120    
0.0063369183    0.1333053600    0.0069278156    
0.0064681267    0.1303435200    0.0066904430    
0.0065993352    0.1218614300    0.0062427812    
0.0067305436    0.1206721200    0.0063555217    
0.0068617521    0.1115087900    0.0058439352    
0.0069929605    0.1045395000    0.0056532412    
0.0071241689    0.0994326900    0.0056599862    
0.0072553774    0.1020372400    0.0055327394    
0.0073865858    0.1028442800    0.0055868518    
0.0075177943    0.0890219390    0.0051653594    
0.0076490027    0.0841415750    0.0049111551    
0.0077802112    0.0830479080    0.0049921312    
0.0079114196    0.0822107110    0.0048741241    
0.0080426281    0.0789024730    0.0047094790    
0.0081738365    0.0741733080    0.0046764763    
0.0083050450    0.0724276390    0.0044411258    
0.0084362534    0.0714042650    0.0044519822    
0.0085674619    0.0804150650    0.0046407574    
0.0086986703    0.0616116330    0.0041671248    
0.0088298788    0.0618564020    0.0042396003    
0.0089610872    0.0595832750    0.0041038861    
0.0090922957    0.0645935850    0.0041310619    
0.0092235041    0.0606244150    0.0040645491    
0.0093547126    0.0583713530    0.0038962866    
0.0094859210    0.0584192130    0.0039268460    
0.0096171294    0.0566926580    0.0038408217    
0.0097483379    0.0555854550    0.0037516055    
0.0098795463    0.0526628420    0.0037438877    
0.0100107550    0.0586889430    0.0037407008    
0.0101419630    0.0488360590    0.0036744099    
0.0102731720    0.0543530680    0.0037207957    
0.0104043800    0.0570377130    0.0036189637    
0.0105355890    0.0486774290    0.0035290027    
0.0106667970    0.0507069780    0.0034947200    
0.0107980050    0.0519315530    0.0035077381    
0.0109292140    0.0475812150    0.0034556723    
0.0110604220    0.0458366640    0.0033156036    
0.0111916310    0.0452150540    0.0032584343    
0.0113228390    0.0429081190    0.0032052581    
0.0114540480    0.0460581110    0.0032175167    
0.0115852560    0.0445531740    0.0030851792    
0.0117164650    0.0438951700    0.0030833695    
0.0118476730    0.0403145590    0.0030105812    
0.0119788820    0.0420401480    0.0030153205    
0.0121100900    0.0390691000    0.0028938515    
0.0122412980    0.0437547770    0.0029175604    
0.0123725070    0.0449134250    0.0029203299    
0.0125037150    0.0422789490    0.0028339576    
0.0126349240    0.0424322920    0.0027746215    
0.0127661320    0.0417708040    0.0026953088    
0.0128973410    0.0401141540    0.0026498722    
0.0130285490    0.0427357430    0.0027383529    
0.0131597580    0.0412543980    0.0026519513    
0.0132909660    0.0404773600    0.0026196242    
0.0134221740    0.0390169440    0.0026056969    
0.0135533830    0.0360267250    0.0025355725    
0.0136845910    0.0395087660    0.0025644674    
0.0138158000    0.0387222640    0.0025235156    
0.0139470080    0.0387777500    0.0025184756    
0.0140782170    0.0351470790    0.0024771815    
0.0142094250    0.0371697930    0.0024583220    
0.0143406340    0.0334296300    0.0024173672    
0.0144718420    0.0357687280    0.0024261875    
0.0146030500    0.0379379330    0.0024337196    
0.0147342590    0.0355398520    0.0024282854    
0.0148654670    0.0357010880    0.0023712542    
0.0149966760    0.0361171610    0.0023767997    
0.0151278840    0.0366886970    0.0024070195    
0.0152590930    0.0387382290    0.0023748341    
0.0153903010    0.0363771530    0.0023443694    
0.0155215100    0.0356945080    0.0023401677    
0.0156527180    0.0343292060    0.0022983166    
0.0157839260    0.0338724040    0.0022794363    
0.0159151350    0.0335128950    0.0022570329    
0.0160463430    0.0350134780    0.0022677847    
0.0161775520    0.0313115740    0.0022317196    
0.0163087600    0.0343254270    0.0022407273    
0.0164399690    0.0340401240    0.0022222840    
0.0165711770    0.0312157660    0.0021842954    
0.0167023860    0.0338445420    0.0021723729    
0.0168335940    0.0337498440    0.0021523922    
0.0169648030    0.0336451690    0.0021479361    
0.0170960110    0.0313919350    0.0021247802    
0.0172272190    0.0357480030    0.0021636344    
0.0173584280    0.0313186210    0.0020823122    
0.0174896360    0.0326688790    0.0020915139    
0.0176208450    0.0343785710    0.0021376569    
0.0177520530    0.0330275030    0.0020615488    
0.0178832620    0.0331908770    0.0020829581    
0.0180144700    0.0316853200    0.0020482880    
0.0181456790    0.0308401330    0.0020294438    
0.0182768870    0.0337637600    0.0020894257    
0.0184080950    0.0305307410    0.0020158739    
0.0185393040    0.0295205170    0.0019890370    
0.0186705120    0.0312938420    0.0020095622    
0.0188017210    0.0321815820    0.0020010738    
0.0189329290    0.0302051020    0.0019978748    
0.0190641380    0.0301143190    0.0019352982    
0.0191953460    0.0316289410    0.0019575691    
0.0193265550    0.0338294570    0.0019916724    
0.0194577630    0.0318493080    0.0019399632    
0.0195889710    0.0321568150    0.0019503019    
0.0197201800    0.0323787550    0.0019492794    
0.0198513880    0.0306060680    0.0018910891    
0.0199825970    0.0331334710    0.0019437091    
0.0201138050    0.0316626340    0.0018951691    
0.0202450140    0.0328845580    0.0018954561    
0.0203762220    0.0323203290    0.0019252132    
0.0205074310    0.0324924170    0.0018845379    
0.0206386390    0.0297929590    0.0018739925    
0.0207698470    0.0326839020    0.0019041422    
0.0209010560    0.0305807550    0.0018376747    
0.0210322640    0.0303938660    0.0018530784    
0.0211634730    0.0305484150    0.0018518752    
0.0212946810    0.0298607140    0.0018412872    
0.0214258900    0.0316616330    0.0018448279    
0.0215570980    0.0346062850    0.0018489996    
0.0216883070    0.0327665810    0.0018347143    
0.0218195150    0.0315309200    0.0018445126    
0.0219507240    0.0320921670    0.0018071924    
0.0220819320    0.0305649710    0.0018120895    
0.0222131400    0.0305002420    0.0017997241    
0.0223443490    0.0294360030    0.0018035865    
0.0224755570    0.0307730650    0.0017988975    
0.0226067660    0.0301784590    0.0017719200    
0.0227379740    0.0282429760    0.0017586858    
0.0228691830    0.0308138370    0.0017892250    
0.0230003910    0.0300920400    0.0017547408    
0.0231316000    0.0305477610    0.0017685007    
0.0232628080    0.0305811420    0.0017520230    
0.0233940160    0.0312593850    0.0017607553    
0.0235252250    0.0303923110    0.0017429754    
0.0236564330    0.0288145790    0.0017343057    
0.0237876420    0.0306882650    0.0017361945    
0.0239188500    0.0281811590    0.0017336733    
0.0240500590    0.0299534210    0.0017122861    
0.0241812670    0.0297827290    0.0017237601    
0.0243124760    0.0301055930    0.0017015261    
0.0244436840    0.0310063810    0.0017080625    
0.0245748920    0.0297487810    0.0017032192    
0.0247061010    0.0286395070    0.0016927841    
0.0248373090    0.0281974370    0.0016818407    
0.0249685180    0.0302569210    0.0016915523    
0.0250997260    0.0303217840    0.0016777879    
0.0252309350    0.0295944940    0.0016815053    
0.0253621430    0.0294824440    0.0016738150    
0.0254933520    0.0291853220    0.0016582703    
0.0256245600    0.0302220440    0.0016793760    
0.0257557680    0.0286321440    0.0016428365    
0.0258869770    0.0295039930    0.0016558040    
0.0260181850    0.0309891560    0.0016664672    
0.0261493940    0.0297458080    0.0016392934    
0.0262806020    0.0312708310    0.0016557465    
0.0264118110    0.0300115680    0.0016345657    
0.0265430190    0.0304243530    0.0016360201    
0.0266742280    0.0319635810    0.0016679944    
0.0268054360    0.0291919910    0.0016136664    
0.0269366450    0.0294415020    0.0016311340    
0.0270678530    0.0294302450    0.0016292312    
0.0271990610    0.0298629380    0.0016089329    
0.0273302700    0.0283280710    0.0016016307    
0.0274614780    0.0281593170    0.0015961694    
0.0275926870    0.0283026320    0.0015936832    
0.0277238950    0.0263106270    0.0015845005    
0.0278551040    0.0307476720    0.0015855294    
0.0279863120    0.0278664990    0.0015802255    
0.0281175210    0.0272014200    0.0015826887    
0.0282487290    0.0286647860    0.0015755711    
0.0283799370    0.0299530990    0.0015808393    
0.0285111460    0.0301145250    0.0015833001    
0.0286423540    0.0277214060    0.0015521882    
0.0287735630    0.0273961250    0.0015660033    
0.0289047710    0.0301674520    0.0015570602    
0.0290359800    0.0283049370    0.0015587414    
0.0291671880    0.0303140050    0.0015631199    
0.0292983970    0.0288197910    0.0015428287    
0.0294296050    0.0282984080    0.0015468012    
0.0295608130    0.0297488260    0.0015460452    
0.0296920220    0.0285663680    0.0015404375    
0.0298232300    0.0286556980    0.0015450972    
0.0299544390    0.0294197900    0.0015182074    
0.0300856470    0.0290974080    0.0015272164    
0.0302168560    0.0302747720    0.0015318214    
0.0303480640    0.0281162120    0.0015105591    
0.0304792730    0.0288826480    0.0015223953    
0.0306104810    0.0294294210    0.0015171939    
0.0307416890    0.0294459330    0.0015139413    
0.0308728980    0.0299814690    0.0015208785    
0.0310041060    0.0313174360    0.0015039098    
0.0311353150    0.0297802680    0.0015246879    
0.0312665230    0.0313077770    0.0015349319    
0.0313977320    0.0293756720    0.0015245541    
0.0315289400    0.0278887200    0.0015285669    
0.0316601490    0.0279154310    0.0015213291    
0.0317913570    0.0275071100    0.0015178108    
0.0319225660    0.0297286320    0.0015565559    
0.0320537740    0.0286972880    0.0015340256    
0.0321849820    0.0288911500    0.0015519951    
0.0323161910    0.0282647390    0.0015463023    
