# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2026/sm41128-1/processed/b21-472158_ascii/b21-472158_00000.dat
q(1/A)          Column          Error           
0.0045000000    0.4234188800    0.0170324050    
0.0046312084    0.3864026100    0.0165974130    
0.0047624169    0.3359410000    0.0142856410    
0.0048936253    0.2879135000    0.0127240750    
0.0050248338    0.2935258600    0.0128349900    
0.0051560422    0.2740385500    0.0115802240    
0.0052872507    0.2340451900    0.0106164160    
0.0054184591    0.2329671600    0.0104603450    
0.0055496676    0.2147050300    0.0093794157    
0.0056808760    0.1985859500    0.0092390331    
0.0058120845    0.1755969400    0.0082859555    
0.0059432929    0.1739828900    0.0081201496    
0.0060745014    0.1471818800    0.0075689678    
0.0062057098    0.1494756300    0.0071977580    
0.0063369183    0.1451678200    0.0072562316    
0.0064681267    0.1285512900    0.0066612730    
0.0065993352    0.1312768500    0.0065065477    
0.0067305436    0.1182127800    0.0063481857    
0.0068617521    0.1198736300    0.0060917522    
0.0069929605    0.1066846100    0.0058102746    
0.0071241689    0.1006611200    0.0057607267    
0.0072553774    0.0996192920    0.0054989619    
0.0073865858    0.1049419300    0.0056460443    
0.0075177943    0.0860034970    0.0051257969    
0.0076490027    0.0895567690    0.0050495135    
0.0077802112    0.0800715110    0.0049234007    
0.0079114196    0.0791342250    0.0048658585    
0.0080426281    0.0700903180    0.0046322638    
0.0081738365    0.0766220380    0.0047466583    
0.0083050450    0.0695529660    0.0044132441    
0.0084362534    0.0713621340    0.0044312559    
0.0085674619    0.0701824150    0.0044787035    
0.0086986703    0.0680217890    0.0042889586    
0.0088298788    0.0675002620    0.0042976145    
0.0089610872    0.0640455700    0.0041477590    
0.0090922957    0.0619777950    0.0041418341    
0.0092235041    0.0594588210    0.0040218109    
0.0093547126    0.0611725520    0.0040015858    
0.0094859210    0.0579283750    0.0038925567    
0.0096171294    0.0586405490    0.0039293057    
0.0097483379    0.0562995350    0.0038625058    
0.0098795463    0.0511695600    0.0037473657    
0.0100107550    0.0520157790    0.0036179326    
0.0101419630    0.0508308130    0.0037135955    
0.0102731720    0.0577260160    0.0037796625    
0.0104043800    0.0516868490    0.0035152552    
0.0105355890    0.0518497720    0.0036349115    
0.0106667970    0.0478486840    0.0035053981    
0.0107980050    0.0498537990    0.0034612767    
0.0109292140    0.0506530120    0.0034745912    
0.0110604220    0.0532432380    0.0034242906    
0.0111916310    0.0525944330    0.0034137870    
0.0113228390    0.0477168630    0.0032656037    
0.0114540480    0.0386879340    0.0030963279    
0.0115852560    0.0442329800    0.0031346236    
0.0117164650    0.0456152400    0.0031459990    
0.0118476730    0.0467229900    0.0031342719    
0.0119788820    0.0422898990    0.0030466632    
0.0121100900    0.0449505210    0.0030243633    
0.0122412980    0.0411208300    0.0029178702    
0.0123725070    0.0410326870    0.0029185777    
0.0125037150    0.0440250860    0.0028629702    
0.0126349240    0.0418700980    0.0028029936    
0.0127661320    0.0410200410    0.0027251575    
0.0128973410    0.0430527390    0.0027297753    
0.0130285490    0.0424541380    0.0027123436    
0.0131597580    0.0417472760    0.0026543410    
0.0132909660    0.0374226990    0.0026089787    
0.0134221740    0.0393800020    0.0026255854    
0.0135533830    0.0343652030    0.0025374964    
0.0136845910    0.0395672800    0.0025780548    
0.0138158000    0.0397968820    0.0025754562    
0.0139470080    0.0380289820    0.0025558824    
0.0140782170    0.0363837190    0.0025144900    
0.0142094250    0.0345847510    0.0024306740    
0.0143406340    0.0398842340    0.0024995431    
0.0144718420    0.0411076430    0.0024863234    
0.0146030500    0.0351709470    0.0024233928    
0.0147342590    0.0363475570    0.0024284980    
0.0148654670    0.0381583320    0.0024409958    
0.0149966760    0.0325148200    0.0023565790    
0.0151278840    0.0341956870    0.0023772403    
0.0152590930    0.0349924370    0.0023567012    
0.0153903010    0.0352006800    0.0023628254    
0.0155215100    0.0335481580    0.0023469678    
0.0156527180    0.0324722210    0.0023016631    
0.0157839260    0.0354023780    0.0023185762    
0.0159151350    0.0320577730    0.0022498905    
0.0160463430    0.0357599880    0.0022935216    
0.0161775520    0.0339816470    0.0022827221    
0.0163087600    0.0316539090    0.0022416513    
0.0164399690    0.0337055560    0.0022311107    
0.0165711770    0.0321626130    0.0022319328    
0.0167023860    0.0326032290    0.0021815133    
0.0168335940    0.0305107400    0.0021710469    
0.0169648030    0.0334276440    0.0021466160    
0.0170960110    0.0322108540    0.0021326336    
0.0172272190    0.0322148600    0.0021466167    
0.0173584280    0.0340978720    0.0021320393    
0.0174896360    0.0332659590    0.0021135175    
0.0176208450    0.0332806810    0.0021289700    
0.0177520530    0.0307217170    0.0020699164    
0.0178832620    0.0360430850    0.0021335062    
0.0180144700    0.0312001520    0.0020636961    
0.0181456790    0.0332068660    0.0020635226    
0.0182768870    0.0315826900    0.0020797454    
0.0184080950    0.0306772670    0.0020276440    
0.0185393040    0.0326653900    0.0020467093    
0.0186705120    0.0319988130    0.0020364518    
0.0188017210    0.0306802390    0.0019863818    
0.0189329290    0.0316404290    0.0020198917    
0.0190641380    0.0322580490    0.0019795546    
0.0191953460    0.0325642810    0.0019684919    
0.0193265550    0.0309993800    0.0019583067    
0.0194577630    0.0327129460    0.0019661141    
0.0195889710    0.0311402530    0.0019614570    
0.0197201800    0.0298300390    0.0019469232    
0.0198513880    0.0329502520    0.0019154016    
0.0199825970    0.0334417820    0.0019667684    
0.0201138050    0.0317146980    0.0019137648    
0.0202450140    0.0309698460    0.0019008149    
0.0203762220    0.0300505570    0.0019198557    
0.0205074310    0.0330918170    0.0019002172    
0.0206386390    0.0321542590    0.0019045069    
0.0207698470    0.0314858420    0.0019133878    
0.0209010560    0.0322371040    0.0018609292    
0.0210322640    0.0310888470    0.0018823316    
0.0211634730    0.0297335710    0.0018484037    
0.0212946810    0.0318607750    0.0018575337    
0.0214258900    0.0285282150    0.0018556377    
0.0215570980    0.0312840960    0.0018484350    
0.0216883070    0.0305967420    0.0018483668    
0.0218195150    0.0292148380    0.0018425636    
0.0219507240    0.0309824930    0.0018110950    
0.0220819320    0.0298993100    0.0018255326    
0.0222131400    0.0331520540    0.0018314350    
0.0223443490    0.0302014330    0.0018129809    
0.0224755570    0.0295725250    0.0018106186    
0.0226067660    0.0285388990    0.0017732280    
0.0227379740    0.0292503340    0.0017726589    
0.0228691830    0.0287666640    0.0017976989    
0.0230003910    0.0292685680    0.0017726272    
0.0231316000    0.0284603190    0.0017567219    
0.0232628080    0.0311769540    0.0017706070    
0.0233940160    0.0290553440    0.0017634042    
0.0235252250    0.0295293550    0.0017638133    
0.0236564330    0.0313276830    0.0017586043    
0.0237876420    0.0322940190    0.0017427602    
0.0239188500    0.0295790590    0.0017482818    
0.0240500590    0.0287901480    0.0017188948    
0.0241812670    0.0288919950    0.0017390588    
0.0243124760    0.0337783100    0.0017341688    
0.0244436840    0.0295479750    0.0017268439    
0.0245748920    0.0311247040    0.0017255891    
0.0247061010    0.0296421480    0.0017043013    
0.0248373090    0.0299118490    0.0016988700    
0.0249685180    0.0291192100    0.0017079937    
0.0250997260    0.0295535630    0.0016798849    
0.0252309350    0.0289485630    0.0016902106    
0.0253621430    0.0303317920    0.0016948178    
0.0254933520    0.0325825460    0.0016950056    
0.0256245600    0.0307430690    0.0017038010    
0.0257557680    0.0293609470    0.0016561881    
0.0258869770    0.0295440550    0.0016784334    
0.0260181850    0.0300056880    0.0016733771    
0.0261493940    0.0291517120    0.0016462728    
