# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2026/sm41128-1/processed/b21-472155_ascii/b21-472155_00014.dat
q(1/A)          Column          Error           
0.0045000000    0.4205467200    0.0168488490    
0.0046312084    0.3526053900    0.0157688670    
0.0047624169    0.3166456900    0.0137542100    
0.0048936253    0.2969363800    0.0128256760    
0.0050248338    0.2952775400    0.0127898670    
0.0051560422    0.2733641800    0.0114801990    
0.0052872507    0.2598884900    0.0110816830    
0.0054184591    0.2364295400    0.0104386000    
0.0055496676    0.2042844600    0.0090993939    
0.0056808760    0.1939655900    0.0091223127    
0.0058120845    0.1946318600    0.0086099410    
0.0059432929    0.1776826700    0.0081517804    
0.0060745014    0.1581930400    0.0077739705    
0.0062057098    0.1572659100    0.0072846141    
0.0063369183    0.1391886600    0.0070549284    
0.0064681267    0.1236938200    0.0064800152    
0.0065993352    0.1281311400    0.0063317111    
0.0067305436    0.1193562700    0.0063362833    
0.0068617521    0.1019341100    0.0056290696    
0.0069929605    0.1155060800    0.0058896775    
0.0071241689    0.1003708100    0.0056757301    
0.0072553774    0.1119733300    0.0057730166    
0.0073865858    0.0899074510    0.0052937068    
0.0075177943    0.0909610600    0.0051649596    
0.0076490027    0.0849392540    0.0048639326    
0.0077802112    0.0828477940    0.0050061349    
0.0079114196    0.0860408550    0.0049315338    
0.0080426281    0.0779666450    0.0047157590    
0.0081738365    0.0636108860    0.0043998905    
0.0083050450    0.0678274950    0.0043730467    
0.0084362534    0.0603313460    0.0042152820    
0.0085674619    0.0672653610    0.0043239812    
0.0086986703    0.0674605270    0.0042487685    
0.0088298788    0.0669582840    0.0043065902    
0.0089610872    0.0626728100    0.0041033206    
0.0090922957    0.0667682250    0.0041565999    
0.0092235041    0.0579424650    0.0039567409    
0.0093547126    0.0622924650    0.0039373535    
0.0094859210    0.0570736710    0.0038728563    
0.0096171294    0.0551764470    0.0038036359    
0.0097483379    0.0527536050    0.0036645221    
0.0098795463    0.0611618730    0.0038688284    
0.0100107550    0.0516130700    0.0036155097    
0.0101419630    0.0555821330    0.0037606582    
0.0102731720    0.0540494160    0.0037143593    
0.0104043800    0.0510998360    0.0035513066    
0.0105355890    0.0542998790    0.0035812803    
0.0106667970    0.0523232180    0.0035515833    
0.0107980050    0.0484453800    0.0034267619    
0.0109292140    0.0469700260    0.0034102342    
0.0110604220    0.0476597040    0.0032931992    
0.0111916310    0.0483107200    0.0033023989    
0.0113228390    0.0418926160    0.0031911256    
0.0114540480    0.0387197550    0.0030802617    
0.0115852560    0.0405398560    0.0030508134    
0.0117164650    0.0413525770    0.0030492874    
0.0118476730    0.0453424210    0.0030191873    
0.0119788820    0.0436168460    0.0029919917    
0.0121100900    0.0347403370    0.0028314908    
0.0122412980    0.0439011450    0.0029187561    
0.0123725070    0.0378604600    0.0028697818    
0.0125037150    0.0404676620    0.0027972112    
0.0126349240    0.0416059180    0.0027641509    
0.0127661320    0.0388431240    0.0026708301    
0.0128973410    0.0409889490    0.0026714785    
0.0130285490    0.0371430410    0.0026300901    
0.0131597580    0.0365134400    0.0025662082    
0.0132909660    0.0399342870    0.0025921038    
0.0134221740    0.0372174900    0.0025652709    
0.0135533830    0.0398635850    0.0025781695    
0.0136845910    0.0395926020    0.0025298527    
0.0138158000    0.0332779760    0.0024461876    
0.0139470080    0.0398531070    0.0025279586    
0.0140782170    0.0378383910    0.0025092037    
0.0142094250    0.0326306370    0.0024044633    
0.0143406340    0.0378545970    0.0024589124    
0.0144718420    0.0335770420    0.0023712600    
0.0146030500    0.0364218790    0.0023912682    
0.0147342590    0.0363752240    0.0024183753    
0.0148654670    0.0335900120    0.0023597632    
0.0149966760    0.0360958660    0.0023583476    
0.0151278840    0.0329704810    0.0023125275    
0.0152590930    0.0345640910    0.0023285824    
0.0153903010    0.0359105230    0.0023362271    
0.0155215100    0.0326171140    0.0022925191    
0.0156527180    0.0347378270    0.0022774150    
0.0157839260    0.0342816020    0.0022570081    
0.0159151350    0.0349836630    0.0022718142    
0.0160463430    0.0347349690    0.0022566385    
