# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2026/sm41128-1/processed/b21-472151_ascii/b21-472151_00015.dat
q(1/A)          Column          Error           
0.0045000000    0.4533813700    0.0175025940    
0.0046312084    0.4879323900    0.0185216600    
0.0047624169    0.4078467800    0.0156172600    
0.0048936253    0.3951866700    0.0147894900    
0.0050248338    0.3669590700    0.0142515090    
0.0051560422    0.3526300300    0.0130335810    
0.0052872507    0.3254076400    0.0124060500    
0.0054184591    0.2960496400    0.0116841330    
0.0055496676    0.2839324200    0.0107087030    
0.0056808760    0.2550611200    0.0104041030    
0.0058120845    0.2487441100    0.0097340640    
0.0059432929    0.2416875600    0.0094507203    
0.0060745014    0.2141417600    0.0090009939    
0.0062057098    0.2177813700    0.0085419981    
0.0063369183    0.2109030400    0.0086169694    
0.0064681267    0.2176589700    0.0084979119    
0.0065993352    0.1981276400    0.0077709791    
0.0067305436    0.1991172700    0.0080224964    
0.0068617521    0.1754480200    0.0071446404    
0.0069929605    0.1783384400    0.0072433525    
0.0071241689    0.1898702000    0.0075525467    
0.0072553774    0.1668752100    0.0068406145    
0.0073865858    0.1746434300    0.0070194758    
0.0075177943    0.1652955000    0.0067418100    
0.0076490027    0.1532906000    0.0063040720    
0.0077802112    0.1523849400    0.0063931524    
0.0079114196    0.1457273600    0.0061086215    
0.0080426281    0.1528616000    0.0062283324    
0.0081738365    0.1456768700    0.0060888005    
0.0083050450    0.1523494600    0.0060254662    
0.0084362534    0.1377334100    0.0056987927    
0.0085674619    0.1367780900    0.0057328125    
0.0086986703    0.1383709300    0.0056226972    
0.0088298788    0.1297278900    0.0055044800    
0.0089610872    0.1293193300    0.0053440500    
0.0090922957    0.1370480000    0.0054374894    
0.0092235041    0.1200470300    0.0051440420    
0.0093547126    0.1259186700    0.0051294082    
0.0094859210    0.1320070100    0.0052455793    
0.0096171294    0.1302688500    0.0051950478    
0.0097483379    0.1275450400    0.0050660765    
0.0098795463    0.1294819900    0.0051191360    
0.0100107550    0.1208498700    0.0047708807    
0.0101419630    0.1163973300    0.0048186510    
0.0102731720    0.1217745600    0.0049047671    
0.0104043800    0.1195227000    0.0046769001    
0.0105355890    0.1129945000    0.0046347346    
0.0106667970    0.1120061200    0.0045172811    
0.0107980050    0.1139891400    0.0044769736    
0.0109292140    0.1088948600    0.0044439338    
0.0110604220    0.1118992600    0.0043635950    
0.0111916310    0.1067682100    0.0042584919    
0.0113228390    0.1052975700    0.0041817462    
0.0114540480    0.1120477800    0.0042144406    
0.0115852560    0.1023160600    0.0039715413    
0.0117164650    0.1037677100    0.0040190963    
0.0118476730    0.1094516400    0.0039936344    
0.0119788820    0.1089371200    0.0040233381    
0.0121100900    0.1077714500    0.0039237687    
0.0122412980    0.1036640200    0.0038105690    
0.0123725070    0.1008436300    0.0037409056    
0.0125037150    0.1013871400    0.0036261466    
0.0126349240    0.1047630900    0.0036190131    
0.0127661320    0.1022573200    0.0035195529    
0.0128973410    0.1021853400    0.0034783469    
0.0130285490    0.1021572700    0.0034968957    
0.0131597580    0.1005079400    0.0033907855    
0.0132909660    0.0989794270    0.0033656877    
0.0134221740    0.0907581790    0.0032458832    
0.0135533830    0.0907893030    0.0032162050    
0.0136845910    0.1006003700    0.0033130731    
0.0138158000    0.1020426700    0.0033376455    
0.0139470080    0.0949032620    0.0032096534    
0.0140782170    0.0976764980    0.0032480766    
0.0142094250    0.0905667240    0.0030936426    
0.0143406340    0.0931882450    0.0031132787    
0.0144718420    0.0910484850    0.0030808340    
0.0146030500    0.0893235640    0.0030299293    
0.0147342590    0.0895667060    0.0030471750    
0.0148654670    0.0908435080    0.0030013290    
0.0149966760    0.0870741920    0.0029491103    
0.0151278840    0.0864724480    0.0029495179    
0.0152590930    0.0909385160    0.0029658247    
0.0153903010    0.0904333770    0.0029503622    
0.0155215100    0.0865965430    0.0028873374    
0.0156527180    0.0887734530    0.0029089317    
0.0157839260    0.0854864280    0.0028573873    
0.0159151350    0.0852193510    0.0028139521    
0.0160463430    0.0841406380    0.0027869065    
0.0161775520    0.0823564020    0.0027988263    
0.0163087600    0.0860302300    0.0028157023    
0.0164399690    0.0831802700    0.0027345733    
0.0165711770    0.0855262940    0.0027994437    
0.0167023860    0.0837202970    0.0026945581    
0.0168335940    0.0856973880    0.0026975148    
0.0169648030    0.0832744520    0.0026545086    
0.0170960110    0.0850555190    0.0026501654    
0.0172272190    0.0835734880    0.0026386741    
0.0173584280    0.0803148650    0.0025867373    
0.0174896360    0.0820161670    0.0025862957    
0.0176208450    0.0792560560    0.0025850821    
0.0177520530    0.0793303480    0.0025141307    
0.0178832620    0.0811233940    0.0025709223    
0.0180144700    0.0819579430    0.0025483700    
0.0181456790    0.0832036480    0.0025314568    
0.0182768870    0.0831040660    0.0025544168    
0.0184080950    0.0763121600    0.0024438726    
0.0185393040    0.0817485690    0.0024816996    
0.0186705120    0.0778038920    0.0024643799    
0.0188017210    0.0815609000    0.0024496191    
0.0189329290    0.0772049540    0.0024493109    
0.0190641380    0.0818125700    0.0024172707    
0.0191953460    0.0788954170    0.0023822172    
0.0193265550    0.0786749380    0.0023893112    
0.0194577630    0.0717949180    0.0023091453    
0.0195889710    0.0741491890    0.0023194267    
0.0197201800    0.0766991750    0.0023561057    
0.0198513880    0.0777135140    0.0023096164    
0.0199825970    0.0774872620    0.0023449269    
0.0201138050    0.0723010510    0.0022519380    
0.0202450140    0.0748162330    0.0022662914    
0.0203762220    0.0764124560    0.0022872186    
0.0205074310    0.0738236260    0.0022616113    
0.0206386390    0.0745187870    0.0022499205    
0.0207698470    0.0728274870    0.0022642265    
0.0209010560    0.0704606020    0.0021816860    
0.0210322640    0.0730484070    0.0022293531    
0.0211634730    0.0676023370    0.0021633302    
0.0212946810    0.0729752660    0.0021999421    
0.0214258900    0.0716246530    0.0021991451    
0.0215570980    0.0732596270    0.0021802888    
0.0216883070    0.0706651230    0.0021745662    
0.0218195150    0.0737345570    0.0022018178    
0.0219507240    0.0689613870    0.0020969161    
0.0220819320    0.0670193740    0.0021174344    
0.0222131400    0.0675063290    0.0021012816    
0.0223443490    0.0669472840    0.0020803971    
0.0224755570    0.0678322110    0.0021089885    
0.0226067660    0.0699671980    0.0021042766    
0.0227379740    0.0692835870    0.0020814588    
0.0228691830    0.0689963260    0.0021005518    
0.0230003910    0.0690255550    0.0020695982    
0.0231316000    0.0689205820    0.0020764518    
0.0232628080    0.0660969070    0.0020354436    
0.0233940160    0.0657145670    0.0020304163    
0.0235252250    0.0648171110    0.0020298822    
0.0236564330    0.0690859680    0.0020364618    
0.0237876420    0.0696548760    0.0020383824    
0.0239188500    0.0673008570    0.0020305993    
0.0240500590    0.0663471910    0.0019894804    
0.0241812670    0.0664000180    0.0020055194    
0.0243124760    0.0665749930    0.0019666340    
0.0244436840    0.0626112730    0.0019509831    
0.0245748920    0.0669077390    0.0019916023    
0.0247061010    0.0624340990    0.0019304885    
0.0248373090    0.0662049800    0.0019628450    
0.0249685180    0.0648183610    0.0019551331    
0.0250997260    0.0652592150    0.0019419175    
0.0252309350    0.0659441630    0.0019588811    
0.0253621430    0.0637951310    0.0019236011    
0.0254933520    0.0646853260    0.0019290590    
0.0256245600    0.0651775180    0.0019530384    
0.0257557680    0.0658450200    0.0019075449    
0.0258869770    0.0654403180    0.0019191350    
0.0260181850    0.0642924020    0.0019085774    
0.0261493940    0.0619279820    0.0018763290    
0.0262806020    0.0627993820    0.0018883775    
0.0264118110    0.0629938280    0.0018806695    
0.0265430190    0.0635460210    0.0018634528    
0.0266742280    0.0623164790    0.0018812341    
0.0268054360    0.0612438430    0.0018397532    
0.0269366450    0.0575427640    0.0018194250    
0.0270678530    0.0592523690    0.0018347619    
0.0271990610    0.0597941140    0.0018139960    
0.0273302700    0.0622859850    0.0018378952    
0.0274614780    0.0606495740    0.0018246372    
0.0275926870    0.0590176110    0.0018114305    
0.0277238950    0.0610923210    0.0018254804    
0.0278551040    0.0584012820    0.0017628380    
0.0279863120    0.0585376300    0.0017887837    
0.0281175210    0.0604314180    0.0018064747    
0.0282487290    0.0581127550    0.0017786714    
0.0283799370    0.0587515780    0.0017833552    
0.0285111460    0.0608253060    0.0017897471    
0.0286423540    0.0557187730    0.0017394756    
0.0287735630    0.0543291100    0.0017375761    
0.0289047710    0.0602996440    0.0017693913    
0.0290359800    0.0590208440    0.0017685689    
0.0291671880    0.0555762620    0.0017280116    
0.0292983970    0.0558054670    0.0017182302    
0.0294296050    0.0578232670    0.0017358774    
0.0295608130    0.0562247600    0.0017131929    
0.0296920220    0.0573477610    0.0017349107    
0.0298232300    0.0581380590    0.0017542144    
0.0299544390    0.0566484970    0.0016929365    
0.0300856470    0.0566103520    0.0017158279    
0.0302168560    0.0555995660    0.0016904041    
0.0303480640    0.0545028540    0.0016764652    
0.0304792730    0.0576927950    0.0017048594    
0.0306104810    0.0560640540    0.0016876299    
0.0307416890    0.0542511610    0.0016687045    
0.0308728980    0.0555444970    0.0016800697    
0.0310041060    0.0544008380    0.0016470573    
0.0311353150    0.0527662260    0.0016574810    
0.0312665230    0.0559831180    0.0016938462    
0.0313977320    0.0570717190    0.0017030061    
0.0315289400    0.0546464120    0.0016936546    
0.0316601490    0.0528252710    0.0016917247    
0.0317913570    0.0556296190    0.0017095938    
0.0319225660    0.0563206240    0.0017287150    
0.0320537740    0.0547780150    0.0017005045    
0.0321849820    0.0553364500    0.0017267856    
0.0323161910    0.0534419240    0.0016967286    
0.0324473990    0.0533458890    0.0016956196    
0.0325786080    0.0544106910    0.0017110724    
0.0327098160    0.0520292300    0.0016997270    
0.0328410250    0.0531998020    0.0017163024    
0.0329722330    0.0539123020    0.0017090343    
0.0331034420    0.0520689620    0.0016725017    
0.0332346500    0.0530755100    0.0016924401    
0.0333658580    0.0491612310    0.0016806633    
0.0334970670    0.0505462050    0.0016701225    
0.0336282750    0.0556734150    0.0017344557    
0.0337594840    0.0523105930    0.0016922147    
0.0338906920    0.0529491810    0.0016976519    
0.0340219010    0.0481088030    0.0016714241    
0.0341531090    0.0513944120    0.0016753285    
0.0342843180    0.0511039120    0.0016794787    
0.0344155260    0.0513836050    0.0016952957    
0.0345467340    0.0509513250    0.0016747027    
0.0346779430    0.0509071030    0.0016773270    
0.0348091510    0.0509131390    0.0016726124    
0.0349403600    0.0492279080    0.0016593737    
0.0350715680    0.0503182840    0.0016936776    
0.0352027770    0.0508497210    0.0016652529    
0.0353339850    0.0501231190    0.0016595902    
0.0354651940    0.0499132410    0.0016675505    
0.0355964020    0.0484005260    0.0016487392    
0.0357276100    0.0500424940    0.0016823418    
0.0358588190    0.0498649910    0.0016609291    
0.0359900270    0.0514410580    0.0016600980    
0.0361212360    0.0485238190    0.0016546351    
0.0362524440    0.0476907130    0.0015913830    
0.0363836530    0.0498397500    0.0016187310    
0.0365148610    0.0487545790    0.0016003411    
0.0366460700    0.0466473290    0.0015799640    
0.0367772780    0.0479445980    0.0015982103    
0.0369084870    0.0466842250    0.0015570474    
0.0370396950    0.0487734310    0.0015716418    
0.0371709030    0.0460360660    0.0015634668    
0.0373021120    0.0493860080    0.0015621996    
0.0374333200    0.0479518040    0.0015508221    
0.0375645290    0.0467565400    0.0015432333    
0.0376957370    0.0499418110    0.0015437767    
0.0378269460    0.0511878480    0.0015764483    
0.0379581540    0.0473091590    0.0015138856    
0.0380893630    0.0474520920    0.0015201475    
0.0382205710    0.0481771160    0.0015316489    
0.0383517790    0.0488703660    0.0015397092    
0.0384829880    0.0457306780    0.0015328976    
0.0386141960    0.0469268980    0.0015559196    
0.0387454050    0.0483110830    0.0015371505    
0.0388766130    0.0485755890    0.0015633080    
0.0390078220    0.0469937450    0.0015258819    
0.0391390300    0.0482936620    0.0015431889    
0.0392702390    0.0463469990    0.0015422680    
0.0394014470    0.0441856550    0.0015089811    
0.0395326550    0.0469106750    0.0015303657    
0.0396638640    0.0464306220    0.0015279245    
0.0397950720    0.0456689790    0.0015223250    
0.0399262810    0.0488937110    0.0015459943    
0.0400574890    0.0443625710    0.0015123476    
0.0401886980    0.0482392250    0.0015495447    
0.0403199060    0.0461129150    0.0015318201    
0.0404511150    0.0458181790    0.0015186682    
0.0405823230    0.0447356440    0.0015250737    
0.0407135310    0.0466263270    0.0015328247    
0.0408447400    0.0450929170    0.0015036203    
0.0409759480    0.0486035800    0.0015504052    
0.0411071570    0.0458289390    0.0015177084    
0.0412383650    0.0461264380    0.0015234438    
0.0413695740    0.0464544610    0.0015202367    
0.0415007820    0.0453694080    0.0014999484    
0.0416319910    0.0437123850    0.0015049759    
0.0417631990    0.0440178070    0.0015025239    
0.0418944080    0.0452128950    0.0015115475    
0.0420256160    0.0442657560    0.0015157268    
0.0421568240    0.0446215020    0.0014936416    
0.0422880330    0.0451431090    0.0015110339    
0.0424192410    0.0455651900    0.0015206261    
0.0425504500    0.0450076000    0.0014967077    
0.0426816580    0.0431022400    0.0014938419    
0.0428128670    0.0432054860    0.0014961432    
0.0429440750    0.0442792390    0.0014847959    
0.0430752840    0.0418841370    0.0014977378    
0.0432064920    0.0450998540    0.0014848870    
0.0433377000    0.0444811140    0.0014955335    
0.0434689090    0.0455353930    0.0015161670    
0.0436001170    0.0432536370    0.0014875699    
0.0437313260    0.0447612290    0.0014956635    
0.0438625340    0.0445689690    0.0014959990    
0.0439937430    0.0432429020    0.0014796973    
0.0441249510    0.0442058410    0.0015034959    
0.0442561600    0.0433924850    0.0014864586    
0.0443873680    0.0440389430    0.0014826644    
0.0445185760    0.0427920340    0.0014844942    
0.0446497850    0.0433098760    0.0014687836    
0.0447809930    0.0455899250    0.0014961213    
0.0449122020    0.0432200290    0.0014813183    
0.0450434100    0.0437699350    0.0014867064    
0.0451746190    0.0458084180    0.0014875956    
0.0453058270    0.0438086290    0.0014833065    
0.0454370360    0.0422876080    0.0014645816    
0.0455682440    0.0426098950    0.0014746335    
0.0456994520    0.0448167890    0.0015030852    
0.0458306610    0.0452413830    0.0015257858    
0.0459618690    0.0427202510    0.0015018777    
0.0460930780    0.0421703650    0.0015031802    
0.0462242860    0.0438194050    0.0015330709    
0.0463554950    0.0409591940    0.0014980454    
0.0464867030    0.0424408240    0.0015295666    
0.0466179120    0.0420196660    0.0015304250    
0.0467491200    0.0431823610    0.0015215896    
0.0468803290    0.0410280790    0.0015285323    
0.0470115370    0.0428173820    0.0015359633    
0.0471427450    0.0415886310    0.0015294901    
0.0472739540    0.0411883560    0.0015383359    
0.0474051620    0.0423838410    0.0015359652    
0.0475363710    0.0420224800    0.0015563983    
0.0476675790    0.0415292780    0.0015489905    
0.0477987880    0.0437195410    0.0015603758    
0.0479299960    0.0428867160    0.0015698808    
0.0480612050    0.0409742850    0.0015318995    
0.0481924130    0.0386147670    0.0015314637    
0.0483236210    0.0407692470    0.0015432853    
0.0484548300    0.0413668810    0.0015494349    
0.0485860380    0.0406154770    0.0015479574    
0.0487172470    0.0405194650    0.0015581469    
0.0488484550    0.0401216180    0.0015493836    
0.0489796640    0.0397866140    0.0015630685    
0.0491108720    0.0432348960    0.0015699483    
0.0492420810    0.0430999760    0.0015725913    
0.0493732890    0.0405246520    0.0015679961    
0.0495044970    0.0409199540    0.0015627249    
0.0496357060    0.0438281600    0.0015896975    
0.0497669140    0.0397094350    0.0015733444    
0.0498981230    0.0430058290    0.0015760153    
0.0500293310    0.0401520160    0.0015643704    
0.0501605400    0.0407775070    0.0015684301    
0.0502917480    0.0397958460    0.0015674345    
0.0504229570    0.0431998650    0.0015967148    
0.0505541650    0.0403622420    0.0015715244    
0.0506853730    0.0396121160    0.0015700694    
0.0508165820    0.0390629940    0.0015756484    
0.0509477900    0.0403489250    0.0015761651    
0.0510789990    0.0373442560    0.0015669096    
0.0512102070    0.0415479230    0.0015806175    
0.0513414160    0.0360636940    0.0015399363    
0.0514726240    0.0422784790    0.0016033429    
0.0516038330    0.0387833270    0.0015506261    
0.0517350410    0.0406525110    0.0015856988    
0.0518662500    0.0409219010    0.0015997046    
0.0519974580    0.0420214680    0.0015884728    
0.0521286660    0.0397221980    0.0015834466    
0.0522598750    0.0402298480    0.0015922504    
0.0523910830    0.0405476120    0.0015886773    
