# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2026/sm41128-1/processed/b21-472154_ascii/b21-472154_00000.dat
q(1/A)          Column          Error           
0.0045000000    0.5021959000    0.0184735750    
0.0046312084    0.4285094200    0.0174070050    
0.0047624169    0.3777112100    0.0150723180    
0.0048936253    0.3785302200    0.0145159710    
0.0050248338    0.3351106000    0.0136580880    
0.0051560422    0.3105659300    0.0122666170    
0.0052872507    0.2887457300    0.0117294780    
0.0054184591    0.2806168600    0.0114086820    
0.0055496676    0.2583862100    0.0102536930    
0.0056808760    0.2514212600    0.0103595730    
0.0058120845    0.2261105300    0.0093166025    
0.0059432929    0.2089339200    0.0088445293    
0.0060745014    0.2119592700    0.0089809451    
0.0062057098    0.2002485800    0.0082161951    
0.0063369183    0.1738355800    0.0078605392    
0.0064681267    0.1814860500    0.0077950259    
0.0065993352    0.1676266000    0.0071670072    
0.0067305436    0.1731289100    0.0075336294    
0.0068617521    0.1508741000    0.0066861355    
0.0069929605    0.1462228900    0.0066226385    
0.0071241689    0.1425440200    0.0066091288    
0.0072553774    0.1472372700    0.0064917461    
0.0073865858    0.1346341300    0.0063056001    
0.0075177943    0.1324509300    0.0061001093    
0.0076490027    0.1125653500    0.0054982584    
0.0077802112    0.1274955600    0.0059036050    
0.0079114196    0.1244654800    0.0057307537    
0.0080426281    0.1181079600    0.0055269223    
0.0081738365    0.1188554800    0.0055716759    
0.0083050450    0.1138038700    0.0053042716    
0.0084362534    0.1139966300    0.0052494992    
0.0085674619    0.1084409800    0.0051927869    
0.0086986703    0.1091059600    0.0050677745    
0.0088298788    0.1137926400    0.0052005551    
0.0089610872    0.0984079680    0.0048102133    
0.0090922957    0.0959316260    0.0047276872    
0.0092235041    0.1016503600    0.0048382630    
0.0093547126    0.1009878200    0.0047137844    
0.0094859210    0.1019850900    0.0047684494    
0.0096171294    0.0911686180    0.0045091951    
0.0097483379    0.0911806410    0.0044006580    
0.0098795463    0.0958005310    0.0045330052    
0.0100107550    0.0910662490    0.0042901462    
0.0101419630    0.0874652590    0.0043296388    
0.0102731720    0.0875898140    0.0042898945    
0.0104043800    0.0959906360    0.0043157092    
0.0105355890    0.0895482580    0.0042170538    
0.0106667970    0.0884855020    0.0041211886    
0.0107980050    0.0846705540    0.0039930044    
0.0109292140    0.0928315660    0.0042190247    
0.0110604220    0.0814681990    0.0038134585    
0.0111916310    0.0881202550    0.0039708100    
0.0113228390    0.0768495520    0.0037062135    
0.0114540480    0.0808405390    0.0037182555    
0.0115852560    0.0820606740    0.0036988747    
0.0117164650    0.0779114660    0.0035992205    
0.0118476730    0.0777938360    0.0035507809    
0.0119788820    0.0830489500    0.0035793398    
0.0121100900    0.0743516210    0.0034162992    
0.0122412980    0.0776372560    0.0034147846    
0.0123725070    0.0782958990    0.0033691539    
0.0125037150    0.0739157170    0.0032340135    
0.0126349240    0.0720230670    0.0031683101    
0.0127661320    0.0687138290    0.0030219939    
0.0128973410    0.0785450490    0.0031309543    
0.0130285490    0.0691697900    0.0030483827    
0.0131597580    0.0767599520    0.0031071797    
0.0132909660    0.0752991230    0.0030380977    
0.0134221740    0.0687780570    0.0029623995    
0.0135533830    0.0709847830    0.0029684420    
0.0136845910    0.0682697670    0.0029014793    
0.0138158000    0.0710507290    0.0029123703    
0.0139470080    0.0754382630    0.0029764046    
0.0140782170    0.0666612140    0.0028458965    
0.0142094250    0.0641484790    0.0027731306    
0.0143406340    0.0672217370    0.0028066029    
0.0144718420    0.0666495330    0.0027608628    
0.0146030500    0.0673306100    0.0027691491    
0.0147342590    0.0698318570    0.0028149382    
0.0148654670    0.0693716760    0.0027522608    
0.0149966760    0.0674976730    0.0027177625    
0.0151278840    0.0617580860    0.0026687363    
0.0152590930    0.0603836670    0.0025858875    
0.0153903010    0.0656734390    0.0026693060    
0.0155215100    0.0629499810    0.0026133243    
0.0156527180    0.0702869260    0.0026865061    
0.0157839260    0.0616215010    0.0025747245    
0.0159151350    0.0620074920    0.0025559760    
0.0160463430    0.0630924230    0.0025477885    
0.0161775520    0.0628594020    0.0025737849    
0.0163087600    0.0659233610    0.0025914778    
0.0164399690    0.0612900410    0.0025006761    
0.0165711770    0.0643707720    0.0025332271    
0.0167023860    0.0584237540    0.0024172863    
0.0168335940    0.0609073580    0.0024202928    
0.0169648030    0.0599200940    0.0023822154    
0.0170960110    0.0618813790    0.0024014615    
0.0172272190    0.0630777590    0.0024245490    
0.0173584280    0.0613260580    0.0023595318    
0.0174896360    0.0568326530    0.0023256329    
0.0176208450    0.0592839100    0.0023672392    
0.0177520530    0.0545683300    0.0022741731    
0.0178832620    0.0601109110    0.0023443912    
0.0180144700    0.0621732080    0.0023411050    
0.0181456790    0.0575525830    0.0022722216    
