# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2026/sm41128-1/processed/b21-472154_ascii/b21-472154_00011.dat
q(1/A)          Column          Error           
0.0045000000    0.4552757800    0.0174976700    
0.0046312084    0.4436435400    0.0176193360    
0.0047624169    0.4017548800    0.0154635530    
0.0048936253    0.3751422000    0.0143860310    
0.0050248338    0.3464969900    0.0138267180    
0.0051560422    0.3087726400    0.0121767900    
0.0052872507    0.3083367800    0.0120569080    
0.0054184591    0.2685319200    0.0111024120    
0.0055496676    0.2540918700    0.0100992450    
0.0056808760    0.2403852300    0.0100774110    
0.0058120845    0.2264034600    0.0092660252    
0.0059432929    0.1979458900    0.0085577113    
0.0060745014    0.1943692300    0.0085647882    
0.0062057098    0.1925219600    0.0080284223    
0.0063369183    0.1942685200    0.0082533485    
0.0064681267    0.1622277100    0.0073939878    
0.0065993352    0.1682907800    0.0071497039    
0.0067305436    0.1726059300    0.0074415192    
0.0068617521    0.1441259600    0.0065347556    
0.0069929605    0.1490164700    0.0066040421    
0.0071241689    0.1371919800    0.0064722961    
0.0072553774    0.1374421000    0.0062262949    
0.0073865858    0.1329532600    0.0061895605    
0.0075177943    0.1262181400    0.0059699948    
0.0076490027    0.1134147800    0.0055051621    
0.0077802112    0.1117120200    0.0055573115    
0.0079114196    0.1186457000    0.0055812756    
0.0080426281    0.1161392100    0.0054860602    
0.0081738365    0.1080020800    0.0052597330    
0.0083050450    0.1070467300    0.0051295867    
0.0084362534    0.1104987200    0.0051897281    
0.0085674619    0.1089527200    0.0051760091    
0.0086986703    0.0962921760    0.0048074308    
0.0088298788    0.1031114300    0.0049540752    
0.0089610872    0.1029244000    0.0048546162    
0.0090922957    0.0938809080    0.0046595123    
0.0092235041    0.0910426790    0.0045910356    
0.0093547126    0.0896611880    0.0044189289    
0.0094859210    0.1013299900    0.0047406261    
0.0096171294    0.0888258120    0.0044131132    
0.0097483379    0.0964147460    0.0045065310    
0.0098795463    0.0973343460    0.0045026999    
0.0100107550    0.0839411480    0.0041511476    
0.0101419630    0.0799406420    0.0041833606    
0.0102731720    0.0870536060    0.0042411070    
0.0104043800    0.0774978980    0.0039545461    
0.0105355890    0.0829222110    0.0040927272    
0.0106667970    0.0770707360    0.0038888567    
0.0107980050    0.0744050690    0.0037992783    
0.0109292140    0.0844681670    0.0040564766    
0.0110604220    0.0855596580    0.0039189745    
0.0111916310    0.0717957920    0.0036671119    
0.0113228390    0.0775956030    0.0036903777    
0.0114540480    0.0839017380    0.0037100499    
0.0115852560    0.0797643760    0.0035770203    
0.0117164650    0.0748120320    0.0035242289    
0.0118476730    0.0750562800    0.0034319135    
