# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2026/sm41128-1/processed/b21-472154_ascii/b21-472154_00018.dat
q(1/A)          Column          Error           
0.0045000000    0.4767557800    0.0179049390    
0.0046312084    0.4331111900    0.0174082090    
0.0047624169    0.3689885800    0.0148189380    
0.0048936253    0.3547305000    0.0139891880    
0.0050248338    0.3200286100    0.0132884450    
0.0051560422    0.2890906900    0.0117726830    
0.0052872507    0.2956021100    0.0117958080    
0.0054184591    0.2437663600    0.0105983690    
0.0055496676    0.2440363300    0.0099213669    
0.0056808760    0.2289994400    0.0098363018    
0.0058120845    0.2309198700    0.0093420179    
0.0059432929    0.2291427700    0.0091877408    
0.0060745014    0.2142386000    0.0090047749    
0.0062057098    0.1895187700    0.0079449915    
0.0063369183    0.1848698600    0.0080452006    
0.0064681267    0.1540215700    0.0071871420    
0.0065993352    0.1598478800    0.0070147512    
0.0067305436    0.1575697100    0.0071681949    
0.0068617521    0.1599348600    0.0068495159    
0.0069929605    0.1481411100    0.0066160109    
0.0071241689    0.1359902800    0.0064649126    
0.0072553774    0.1396339600    0.0062984536    
0.0073865858    0.1273446300    0.0060805132    
0.0075177943    0.1178477200    0.0057460274    
0.0076490027    0.1169413600    0.0055852368    
0.0077802112    0.1201132800    0.0057040757    
0.0079114196    0.1121008000    0.0054722135    
0.0080426281    0.1190882600    0.0055242545    
0.0081738365    0.1134174000    0.0054187039    
0.0083050450    0.1058768900    0.0051133696    
0.0084362534    0.1037861800    0.0050430894    
0.0085674619    0.1077722100    0.0051489958    
0.0086986703    0.1004704300    0.0048472575    
0.0088298788    0.0949631510    0.0048335245    
0.0089610872    0.0984412330    0.0047597632    
0.0090922957    0.0900844940    0.0045824258    
0.0092235041    0.0887008680    0.0045611313    
0.0093547126    0.0987198320    0.0046686947    
0.0094859210    0.0938087360    0.0045854968    
0.0096171294    0.0860303960    0.0043721162    
0.0097483379    0.0882923280    0.0043801434    
0.0098795463    0.0860364010    0.0043044176    
0.0100107550    0.0855692420    0.0041468244    
0.0101419630    0.0829574960    0.0042254807    
0.0102731720    0.0791671640    0.0041015365    
0.0104043800    0.0769666750    0.0039270399    
0.0105355890    0.0845166780    0.0040885167    
0.0106667970    0.0734519310    0.0038348955    
0.0107980050    0.0770799160    0.0038649085    
0.0109292140    0.0712157030    0.0038116777    
0.0110604220    0.0780646980    0.0037768241    
0.0111916310    0.0814782650    0.0038019090    
0.0113228390    0.0751161840    0.0036997686    
0.0114540480    0.0747398710    0.0035987935    
0.0115852560    0.0735559600    0.0035062383    
0.0117164650    0.0803840590    0.0036156305    
0.0118476730    0.0778041630    0.0035054348    
0.0119788820    0.0724609380    0.0034536536    
0.0121100900    0.0733076400    0.0033753036    
0.0122412980    0.0773420600    0.0033938882    
0.0123725070    0.0704431870    0.0032241553    
0.0125037150    0.0652953780    0.0031124043    
0.0126349240    0.0726765960    0.0031744071    
0.0127661320    0.0691114570    0.0030605712    
0.0128973410    0.0658988700    0.0029332137    
0.0130285490    0.0655554440    0.0029668905    
0.0131597580    0.0707129270    0.0029743160    
0.0132909660    0.0683002610    0.0029278454    
0.0134221740    0.0653260330    0.0028762494    
0.0135533830    0.0668365710    0.0028471913    
0.0136845910    0.0654300490    0.0028189247    
0.0138158000    0.0665999780    0.0028450454    
0.0139470080    0.0668259460    0.0028315093    
0.0140782170    0.0665572090    0.0028593880    
0.0142094250    0.0637633360    0.0027406931    
0.0143406340    0.0659424620    0.0027439857    
0.0144718420    0.0669898390    0.0027643917    
0.0146030500    0.0634695200    0.0027037277    
0.0147342590    0.0602981660    0.0026697064    
0.0148654670    0.0655610070    0.0026976087    
0.0149966760    0.0624749340    0.0026438028    
0.0151278840    0.0599437890    0.0026223863    
0.0152590930    0.0626415020    0.0026136722    
0.0153903010    0.0625356970    0.0026180381    
0.0155215100    0.0590753590    0.0025683439    
0.0156527180    0.0581005270    0.0025100164    
0.0157839260    0.0589313450    0.0025562461    
0.0159151350    0.0583842590    0.0025020599    
0.0160463430    0.0601184540    0.0025210670    
0.0161775520    0.0595320230    0.0025179659    
0.0163087600    0.0541425170    0.0024229849    
0.0164399690    0.0526568120    0.0023971235    
0.0165711770    0.0580588610    0.0024530547    
0.0167023860    0.0584219470    0.0024065185    
0.0168335940    0.0619363630    0.0024092637    
0.0169648030    0.0560927230    0.0023513535    
0.0170960110    0.0533290270    0.0023028179    
0.0172272190    0.0589196950    0.0023525307    
0.0173584280    0.0527833180    0.0022720945    
0.0174896360    0.0558051020    0.0022843243    
0.0176208450    0.0559523960    0.0023228669    
0.0177520530    0.0543425830    0.0022471164    
0.0178832620    0.0519205930    0.0022360681    
0.0180144700    0.0527522790    0.0022280963    
0.0181456790    0.0539552310    0.0021931490    
0.0182768870    0.0539470570    0.0022434166    
0.0184080950    0.0562334600    0.0022369227    
0.0185393040    0.0516438560    0.0021681338    
0.0186705120    0.0514395860    0.0021574003    
0.0188017210    0.0539381580    0.0021631180    
0.0189329290    0.0531107900    0.0021797984    
0.0190641380    0.0566341920    0.0021452062    
0.0191953460    0.0559303490    0.0021574932    
0.0193265550    0.0528488840    0.0021193226    
0.0194577630    0.0553041620    0.0021168922    
0.0195889710    0.0514091020    0.0020835536    
0.0197201800    0.0513429660    0.0020811516    
0.0198513880    0.0536209330    0.0020670024    
0.0199825970    0.0497535950    0.0020586040    
0.0201138050    0.0483262300    0.0020094597    
0.0202450140    0.0525438870    0.0020574877    
0.0203762220    0.0507569760    0.0020519863    
0.0205074310    0.0473466700    0.0019995721    
0.0206386390    0.0507846550    0.0020176734    
0.0207698470    0.0515422590    0.0020300708    
0.0209010560    0.0523952350    0.0020007299    
0.0210322640    0.0488887630    0.0019959925    
0.0211634730    0.0506994680    0.0019757137    
0.0212946810    0.0511584290    0.0019951710    
0.0214258900    0.0497253190    0.0019958557    
0.0215570980    0.0479815070    0.0019337079    
0.0216883070    0.0476381700    0.0019406781    
0.0218195150    0.0458209490    0.0019486430    
0.0219507240    0.0468874820    0.0018944807    
0.0220819320    0.0473354130    0.0019283444    
0.0222131400    0.0492379900    0.0019223267    
0.0223443490    0.0482942250    0.0019191743    
0.0224755570    0.0497244450    0.0019397245    
0.0226067660    0.0463334560    0.0018767351    
0.0227379740    0.0491685080    0.0019035397    
0.0228691830    0.0461317060    0.0018796037    
0.0230003910    0.0479619920    0.0018822026    
0.0231316000    0.0439676160    0.0018433842    
0.0232628080    0.0466361490    0.0018560501    
0.0233940160    0.0487685790    0.0018666913    
0.0235252250    0.0461047240    0.0018535392    
0.0236564330    0.0475720090    0.0018494180    
0.0237876420    0.0471935830    0.0018283339    
0.0239188500    0.0465093640    0.0018407071    
0.0240500590    0.0480694940    0.0018187979    
0.0241812670    0.0458979070    0.0018208488    
0.0243124760    0.0446365790    0.0017874184    
0.0244436840    0.0440386190    0.0017951966    
0.0245748920    0.0453551810    0.0018108912    
0.0247061010    0.0471063630    0.0018028508    
0.0248373090    0.0433229100    0.0017589014    
0.0249685180    0.0470713540    0.0017862478    
0.0250997260    0.0449371780    0.0017651369    
0.0252309350    0.0447351120    0.0017711101    
0.0253621430    0.0454296590    0.0017734222    
0.0254933520    0.0455502380    0.0017564212    
0.0256245600    0.0428349800    0.0017562114    
0.0257557680    0.0443362430    0.0017393029    
0.0258869770    0.0436781010    0.0017368109    
0.0260181850    0.0439655650    0.0017396576    
0.0261493940    0.0452556620    0.0017388024    
0.0262806020    0.0457831900    0.0017496955    
0.0264118110    0.0431563340    0.0017123927    
0.0265430190    0.0433701360    0.0017088484    
0.0266742280    0.0449229350    0.0017257557    
0.0268054360    0.0415984460    0.0016869647    
0.0269366450    0.0420867640    0.0016979267    
0.0270678530    0.0467507690    0.0017178122    
0.0271990610    0.0446086760    0.0016892319    
0.0273302700    0.0452629300    0.0016946588    
0.0274614780    0.0419920670    0.0016669743    
0.0275926870    0.0406587560    0.0016583970    
0.0277238950    0.0416745170    0.0016739417    
0.0278551040    0.0438930320    0.0016694581    
0.0279863120    0.0428455570    0.0016489902    
0.0281175210    0.0448101870    0.0016845987    
0.0282487290    0.0415065510    0.0016407935    
0.0283799370    0.0442987250    0.0016700147    
0.0285111460    0.0430245510    0.0016528219    
0.0286423540    0.0418637400    0.0016249584    
0.0287735630    0.0424969500    0.0016549998    
0.0289047710    0.0402634380    0.0016173228    
0.0290359800    0.0397858240    0.0016109713    
0.0291671880    0.0418775970    0.0016221479    
0.0292983970    0.0415830570    0.0016137774    
0.0294296050    0.0437698040    0.0016320718    
0.0295608130    0.0429900340    0.0016188378    
0.0296920220    0.0409933230    0.0015989234    
0.0298232300    0.0397401490    0.0016039868    
0.0299544390    0.0420387590    0.0015907292    
0.0300856470    0.0412328830    0.0015957611    
0.0302168560    0.0408062250    0.0015789523    
0.0303480640    0.0402383720    0.0015649761    
0.0304792730    0.0410889130    0.0015814252    
0.0306104810    0.0426279360    0.0015892124    
0.0307416890    0.0402641260    0.0015623549    
0.0308728980    0.0408168340    0.0015775997    
0.0310041060    0.0417005220    0.0015547583    
0.0311353150    0.0431299430    0.0015816912    
0.0312665230    0.0422726390    0.0015854764    
0.0313977320    0.0399138880    0.0015696538    
0.0315289400    0.0412812370    0.0015923855    
0.0316601490    0.0406864530    0.0015970042    
0.0317913570    0.0399270570    0.0015799461    
0.0319225660    0.0411223550    0.0016229246    
0.0320537740    0.0409158770    0.0016016671    
0.0321849820    0.0429085130    0.0016225265    
0.0323161910    0.0402504180    0.0016017740    
0.0324473990    0.0419316590    0.0016124582    
0.0325786080    0.0388846580    0.0015926825    
0.0327098160    0.0404600860    0.0015899290    
0.0328410250    0.0410136980    0.0016098149    
0.0329722330    0.0415945490    0.0016100938    
0.0331034420    0.0387061290    0.0015739064    
0.0332346500    0.0401660290    0.0015912889    
0.0333658580    0.0390757230    0.0015994888    
0.0334970670    0.0404501380    0.0016065989    
0.0336282750    0.0406981920    0.0016123132    
0.0337594840    0.0398241550    0.0015933548    
0.0338906920    0.0410732940    0.0015999283    
0.0340219010    0.0418624910    0.0016236944    
0.0341531090    0.0381532760    0.0015793520    
0.0342843180    0.0400459880    0.0015963237    
0.0344155260    0.0381617560    0.0015906615    
0.0345467340    0.0395797200    0.0015930203    
0.0346779430    0.0383359850    0.0015796333    
0.0348091510    0.0376145520    0.0015791564    
0.0349403600    0.0397507560    0.0015892286    
0.0350715680    0.0393313790    0.0016035622    
0.0352027770    0.0353807520    0.0015492915    
0.0353339850    0.0411865140    0.0015923795    
0.0354651940    0.0373146980    0.0015740764    
0.0355964020    0.0407092260    0.0015839494    
0.0357276100    0.0368470860    0.0015904430    
0.0358588190    0.0380709730    0.0015774410    
0.0359900270    0.0360427140    0.0015507137    
0.0361212360    0.0373083370    0.0015754598    
0.0362524440    0.0396139160    0.0015417860    
0.0363836530    0.0382147880    0.0015341870    
0.0365148610    0.0394459390    0.0015307231    
0.0366460700    0.0380058310    0.0015103497    
0.0367772780    0.0381788050    0.0015162265    
0.0369084870    0.0394377590    0.0014983958    
0.0370396950    0.0384253180    0.0014948547    
0.0371709030    0.0399937160    0.0015074848    
0.0373021120    0.0373965530    0.0014800772    
0.0374333200    0.0389398540    0.0014851713    
0.0375645290    0.0389048810    0.0014892870    
0.0376957370    0.0365525180    0.0014512956    
0.0378269460    0.0392451930    0.0014875051    
0.0379581540    0.0374491920    0.0014517802    
0.0380893630    0.0383844780    0.0014579834    
0.0382205710    0.0372910760    0.0014539302    
0.0383517790    0.0382112350    0.0014596935    
0.0384829880    0.0376833710    0.0014710896    
0.0386141960    0.0371835930    0.0014856746    
0.0387454050    0.0382210690    0.0014719728    
0.0388766130    0.0382768360    0.0014868550    
0.0390078220    0.0371585960    0.0014640707    
0.0391390300    0.0368715940    0.0014674125    
0.0392702390    0.0380798080    0.0014800100    
0.0394014470    0.0369956740    0.0014696055    
0.0395326550    0.0369462080    0.0014777794    
0.0396638640    0.0383851610    0.0014692957    
0.0397950720    0.0351967610    0.0014487099    
0.0399262810    0.0340230250    0.0014491924    
0.0400574890    0.0372681310    0.0014497046    
0.0401886980    0.0380044790    0.0014721488    
0.0403199060    0.0366922000    0.0014630917    
0.0404511150    0.0360344250    0.0014499150    
0.0405823230    0.0368483010    0.0014625377    
0.0407135310    0.0375769240    0.0014739502    
0.0408447400    0.0365846650    0.0014426163    
0.0409759480    0.0347290240    0.0014590544    
0.0411071570    0.0364191980    0.0014494237    
0.0412383650    0.0350127500    0.0014557415    
0.0413695740    0.0359501040    0.0014515539    
0.0415007820    0.0364255510    0.0014440551    
0.0416319910    0.0357693860    0.0014493106    
0.0417631990    0.0362429030    0.0014604342    
0.0418944080    0.0365906410    0.0014467561    
0.0420256160    0.0370501400    0.0014640046    
0.0421568240    0.0362997480    0.0014350287    
0.0422880330    0.0367485760    0.0014491872    
0.0424192410    0.0344182430    0.0014575343    
0.0425504500    0.0369957300    0.0014405789    
0.0426816580    0.0345204010    0.0014363090    
0.0428128670    0.0359446350    0.0014494308    
0.0429440750    0.0366834720    0.0014370475    
0.0430752840    0.0361750640    0.0014564169    
0.0432064920    0.0344544490    0.0014240809    
0.0433377000    0.0353327130    0.0014406404    
0.0434689090    0.0365390890    0.0014494117    
0.0436001170    0.0346087250    0.0014161741    
0.0437313260    0.0363068210    0.0014413831    
0.0438625340    0.0381331330    0.0014468867    
0.0439937430    0.0361376530    0.0014256130    
0.0441249510    0.0368803510    0.0014492013    
0.0442561600    0.0354868710    0.0014320281    
0.0443873680    0.0354745500    0.0014294135    
0.0445185760    0.0342218530    0.0014195533    
0.0446497850    0.0361520110    0.0014244728    
0.0447809930    0.0355221810    0.0014313003    
0.0449122020    0.0353399140    0.0014305262    
0.0450434100    0.0356698590    0.0014293178    
0.0451746190    0.0346194770    0.0014179323    
0.0453058270    0.0372155540    0.0014383188    
0.0454370360    0.0340699380    0.0014132121    
0.0455682440    0.0339175740    0.0014088533    
0.0456994520    0.0345432910    0.0014396026    
0.0458306610    0.0327165490    0.0014376430    
0.0459618690    0.0336236570    0.0014295767    
0.0460930780    0.0351123420    0.0014532552    
0.0462242860    0.0357888800    0.0014790422    
0.0463554950    0.0328121800    0.0014503356    
0.0464867030    0.0352924130    0.0014804017    
0.0466179120    0.0354612080    0.0014745737    
0.0467491200    0.0351548840    0.0014664066    
0.0468803290    0.0343538450    0.0014815268    
0.0470115370    0.0370020430    0.0015008400    
0.0471427450    0.0353416480    0.0014947610    
0.0472739540    0.0328881410    0.0014973533    
0.0474051620    0.0348445340    0.0014869930    
0.0475363710    0.0341302970    0.0014866295    
0.0476675790    0.0360122730    0.0014990885    
0.0477987880    0.0349460800    0.0014927113    
0.0479299960    0.0348057450    0.0015061293    
0.0480612050    0.0343737630    0.0014926678    
0.0481924130    0.0362100520    0.0015092235    
0.0483236210    0.0350814100    0.0015074352    
0.0484548300    0.0337865290    0.0014885881    
0.0485860380    0.0352834460    0.0015147517    
0.0487172470    0.0343326150    0.0015159252    
0.0488484550    0.0331135530    0.0014926613    
0.0489796640    0.0348880550    0.0015232605    
0.0491108720    0.0349432950    0.0015150563    
0.0492420810    0.0329450900    0.0015072934    
0.0493732890    0.0343168570    0.0015281678    
0.0495044970    0.0337411430    0.0015223554    
0.0496357060    0.0353022910    0.0015175343    
0.0497669140    0.0336369970    0.0015319141    
0.0498981230    0.0330995770    0.0015101445    
0.0500293310    0.0335487730    0.0015291626    
0.0501605400    0.0336006510    0.0015183716    
0.0502917480    0.0329206550    0.0015181971    
0.0504229570    0.0331327540    0.0015238317    
0.0505541650    0.0355305820    0.0015283441    
0.0506853730    0.0356216600    0.0015248239    
0.0508165820    0.0335882860    0.0015310170    
0.0509477900    0.0330711580    0.0015254784    
0.0510789990    0.0328108090    0.0015329913    
0.0512102070    0.0333878050    0.0015169646    
0.0513414160    0.0348156460    0.0015349400    
0.0514726240    0.0347953520    0.0015518357    
0.0516038330    0.0339592340    0.0015254633    
0.0517350410    0.0341308910    0.0015374537    
0.0518662500    0.0348624380    0.0015694921    
0.0519974580    0.0361432490    0.0015479584    
0.0521286660    0.0335038140    0.0015449136    
0.0522598750    0.0325053320    0.0015333216    
0.0523910830    0.0339772280    0.0015315189    
0.0525222920    0.0338406830    0.0015654676    
0.0526535000    0.0343924170    0.0015433875    
0.0527847090    0.0326402150    0.0015468319    
0.0529159170    0.0318204370    0.0015350090    
0.0530471260    0.0352635460    0.0015468553    
0.0531783340    0.0365452620    0.0015687399    
0.0533095420    0.0333280330    0.0015426351    
0.0534407510    0.0339168960    0.0015511822    
0.0535719590    0.0361800500    0.0015725582    
0.0537031680    0.0317286780    0.0015395177    
0.0538343760    0.0339047380    0.0015458187    
0.0539655850    0.0334687040    0.0015553671    
0.0540967930    0.0359798070    0.0015604903    
0.0542280020    0.0315531160    0.0015434606    
0.0543592100    0.0348007760    0.0015597762    
0.0544904180    0.0339292710    0.0015480214    
0.0546216270    0.0344812470    0.0015765812    
0.0547528350    0.0329854030    0.0015543395    
0.0548840440    0.0336328830    0.0015446137    
0.0550152520    0.0342506310    0.0015743903    
0.0551464610    0.0328522700    0.0015471759    
0.0552776690    0.0327984510    0.0015607279    
0.0554088780    0.0361510200    0.0015881893    
0.0555400860    0.0328167760    0.0015386279    
0.0556712940    0.0329343780    0.0015636864    
0.0558025030    0.0330145860    0.0015545208    
0.0559337110    0.0333228920    0.0015416284    
0.0560649200    0.0323643310    0.0015560612    
0.0561961280    0.0324580140    0.0015406336    
0.0563273370    0.0321094470    0.0015502323    
0.0564585450    0.0330835880    0.0015536678    
0.0565897540    0.0301311790    0.0015151860    
0.0567209620    0.0319063310    0.0015478641    
0.0568521710    0.0326277160    0.0015386659    
0.0569833790    0.0325425980    0.0015450067    
0.0571145870    0.0329565250    0.0015446268    
0.0572457960    0.0325259340    0.0015274912    
0.0573770040    0.0329959980    0.0015408043    
0.0575082130    0.0332096680    0.0015556926    
0.0576394210    0.0332469740    0.0015391271    
0.0577706300    0.0329385950    0.0015505809    
0.0579018380    0.0318453440    0.0015265021    
0.0580330470    0.0336983920    0.0015304648    
0.0581642550    0.0313790480    0.0015339648    
0.0582954630    0.0338008530    0.0015516712    
0.0584266720    0.0325225060    0.0015408106    
0.0585578800    0.0330904890    0.0015475433    
0.0586890890    0.0339203260    0.0015301188    
0.0588202970    0.0334459940    0.0015526549    
0.0589515060    0.0337341620    0.0015379638    
0.0590827140    0.0337359750    0.0015344613    
0.0592139230    0.0321042100    0.0015491903    
0.0593451310    0.0330685460    0.0015494179    
0.0594763390    0.0324901130    0.0015586718    
0.0596075480    0.0339558450    0.0015416507    
0.0597387560    0.0330719300    0.0015407992    
0.0598699650    0.0324297970    0.0015461227    
0.0600011730    0.0303545960    0.0015377993    
0.0601323820    0.0341577420    0.0015451022    
0.0602635900    0.0340018850    0.0015578110    
0.0603947990    0.0345354370    0.0015435524    
0.0605260070    0.0332924500    0.0015465454    
0.0606572150    0.0331715850    0.0015401678    
0.0607884240    0.0324964450    0.0015275897    
0.0609196320    0.0338221230    0.0015509491    
0.0610508410    0.0325026970    0.0015321065    
0.0611820490    0.0336945280    0.0015317362    
0.0613132580    0.0319889030    0.0015317888    
0.0614444660    0.0311713550    0.0015198867    
0.0615756750    0.0307639820    0.0015247312    
0.0617068830    0.0318519590    0.0015367818    
0.0618380920    0.0337739430    0.0015336925    
0.0619693000    0.0336108500    0.0015337035    
0.0621005080    0.0311251870    0.0015120093    
0.0622317170    0.0314667780    0.0015269735    
0.0623629250    0.0342075530    0.0015480509    
0.0624941340    0.0328770810    0.0015218296    
0.0626253420    0.0316871540    0.0015234201    
0.0627565510    0.0312733690    0.0015127548    
0.0628877590    0.0330341870    0.0015231178    
0.0630189680    0.0309614500    0.0015227749    
0.0631501760    0.0315512850    0.0015319097    
0.0632813840    0.0315627560    0.0015213447    
0.0634125930    0.0331750440    0.0015411898    
0.0635438010    0.0341655180    0.0015268104    
0.0636750100    0.0327121070    0.0015242563    
0.0638062180    0.0293523630    0.0015087198    
0.0639374270    0.0320772530    0.0015148718    
0.0640686350    0.0327223260    0.0015221348    
0.0641998440    0.0329188700    0.0015236130    
0.0643310520    0.0328596660    0.0015127777    
0.0644622600    0.0333895470    0.0015263674    
0.0645934690    0.0298283210    0.0015014548    
0.0647246770    0.0303912130    0.0015104940    
0.0648558860    0.0314421550    0.0015226062    
0.0649870940    0.0316020260    0.0014998555    
0.0651183030    0.0323750730    0.0015095155    
0.0652495110    0.0326478300    0.0015223290    
0.0653807200    0.0305653620    0.0015065093    
0.0655119280    0.0302110610    0.0014994473    
0.0656431360    0.0327262880    0.0015143441    
