# SAXS Averaging Log - 2026-03-16 17:42:46.675449
# Source Directory: /Users/roybeck/Library/CloudStorage/Dropbox/python code/SAXS-averager/data gal/WT_75NaCl_pH72/WT_0p8_75_NaCl
# Parameters: Mask > 11.21% deviation, Ignore > 8.82% bad points
# ----------------------------------------
# Frame Status (Auto Evaluated for Batch):
# 03426_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 3.87%]
# 03427_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 2.58%]
# 03428_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 2.78%]
# 03429_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 2.74%]
# 03430_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 3.32%]
# 03431_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 2.50%]
# 03432_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 2.66%]
# 03433_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 3.01%]
# 03434_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 2.38%]
# 03435_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 2.70%]
# 03436_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 2.38%]
# 03437_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 2.85%]
# 03438_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 3.05%]
# 03439_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 2.78%]
# 03440_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 2.81%]
# 03441_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 2.62%]
# 03442_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 2.15%]
# 03443_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 3.13%]
# 03444_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 2.42%]
# 03445_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 2.93%]
# 03446_WT_0p8_75_NaCl.dat	Included	[Some Pts Masked, Bad Points: 2.46%]
q	I_mean	I_std
0.0045	0.48233552761904763	0.022442721700577668
0.0046312084	0.4272321080952382	0.018346243056511502
0.0047624169	0.38682933526315794	0.018160622230102647
0.0048936253	0.3628424423809523	0.013806963998655554
0.0050248338	0.3325357999999999	0.01536530000304923
0.0051560422	0.31218961761904757	0.010312932712769141
0.0052872507	0.29039599952380957	0.009302723675352119
0.0054184591	0.2676619152380952	0.009963594729005822
0.0055496676	0.25434536095238097	0.009529261835317424
0.005680876	0.23620775238095243	0.010757512459624674
0.0058120845	0.22543782499999998	0.006432747519137917
0.0059432929	0.21465598904761907	0.010315262947323161
0.0060745014	0.20257403619047618	0.0076132491061998075
0.0062057098	0.18925038761904764	0.007435593042476366
0.0063369183	0.18344409	0.00788604249725817
0.0064681267	0.1720927147368421	0.008030364127393616
0.0065993352	0.16347776571428577	0.0065864837569594836
0.0067305436	0.15692678285714287	0.007041501546186986
0.0068617521	0.1499980957142857	0.0072694386147314225
0.0069929605	0.14534650761904763	0.004825888210906932
0.0071241689	0.14123387428571427	0.006262996980689014
0.0072553774	0.1356029795238095	0.006195784459823876
0.0073865858	0.13249458761904764	0.0071601244045543175
0.0075177943	0.1254230957142857	0.004985676129563641
0.0076490027	0.1224366619047619	0.006070998364138911
0.0077802112	0.1194598	0.005417823885107203
0.0079114196	0.11356595400000002	0.005142507646058875
0.0080426281	0.11249875666666664	0.004667796380194359
0.0081738365	0.1108609325	0.004255627043856022
0.008305045	0.10877250047619047	0.004303282244787085
0.0084362534	0.10534665855	0.004173140216324218
0.0085674619	0.1043392384285714	0.004305744452294871
0.0086986703	0.10235471395238094	0.004542769472492643
0.0088298788	0.09883351621052631	0.004012215114515652
0.0089610872	0.09790105547619048	0.004373677929510657
0.0090922957	0.09433831342857144	0.004132236357170277
0.0092235041	0.09358447055000002	0.004899879812900838
0.0093547126	0.09391464059999999	0.004472027371194605
0.009485921	0.0932886995	0.004815931854831071
0.0096171294	0.09036977138095238	0.003314092308845356
0.0097483379	0.08994712557142857	0.0034317908509274827
0.0098795463	0.08971286728571429	0.0036871483316684504
0.010010755	0.0857330071904762	0.003525293674205363
0.010141963	0.08624917604761904	0.0033221890028949774
0.010273172	0.08510605014285713	0.0037994977238741063
0.01040438	0.08441521045	0.00416305472077312
0.010535589	0.08190591647619046	0.0036200529557859416
0.010666797	0.07938624935000001	0.0042696565264628405
0.010798005	0.08030095952380951	0.004127120010829869
0.010929214	0.08001655905263158	0.003543799284428588
0.011060422	0.07943313463157894	0.0037553605224197395
0.011191631	0.07749622684999999	0.0037896142776494986
0.011322839	0.07571759352380954	0.0030126519197487722
0.011454048	0.07675022242857142	0.0037106368579382268
0.011585256	0.07581501838095238	0.0030427837182475416
0.011716465	0.0739243090952381	0.0033136786371158115
0.011847673	0.07490918304761902	0.0026306522536607762
0.011978882	0.07311381790000002	0.0035624451274745136
0.01211009	0.07379813454999999	0.0026816059454949845
0.012241298	0.07321824014285715	0.0029562513127926737
0.012372507	0.07064631335	0.0036408002372423746
0.012503715	0.07049951509523808	0.002680500255706153
0.012634924	0.07126107342857142	0.0032072701854272915
0.012766132	0.0686839012	0.0028472061098410418
0.012897341	0.06903992255000001	0.002341436510735098
0.013028549	0.06799992390476191	0.00281282058268168
0.013159758	0.06955059128571428	0.0038761665317004488
0.013290966	0.06700431250000001	0.002930764928804707
0.013422174	0.06664990166666668	0.002164487283823813
0.013553383	0.06769501504761906	0.0025197244067449963
0.013684591	0.06701747476190476	0.002508302491699723
0.0138158	0.06569258833333333	0.0026637773470878016
0.013947008	0.06471925155	0.002826093044017985
0.014078217	0.06494014314285715	0.0025870110809643274
0.014209425	0.06428950128571428	0.0028681833565758117
0.014340634	0.06425716671428572	0.0028308803283798845
0.014471842	0.06456554409523811	0.0025515793814682303
0.01460305	0.06343686644999999	0.002240968870194329
0.014734259	0.0630782062857143	0.002617334554084312
0.014865467	0.06395127310000001	0.002494283192491018
0.014996676	0.06282952447619047	0.0023357622756068025
0.015127884	0.062140354857142845	0.002607969403654158
0.015259093	0.06113339669999999	0.0026583889717569187
0.015390301	0.06113569204761905	0.0021461181324949176
0.01552151	0.06066632961904762	0.001968934677023629
0.015652718	0.06133568995000001	0.0029847291316476357
0.015783926	0.06008059233333332	0.0015000226438577936
0.015915135	0.059505619428571424	0.0024097857772729533
0.016046343	0.05978571552380951	0.00235423185438821
0.016177552	0.05965587628571429	0.0016944114821998734
0.01630876	0.0592018228095238	0.0026333318781853717
0.016439969	0.05812311057142857	0.0021538572546662724
0.016571177	0.05892883214285714	0.002218702801118093
0.016702386	0.05807323157142858	0.0015356373037456771
0.016833594	0.05928205338095238	0.0016010223038770153
0.016964803	0.05825590361904761	0.0025830384272500905
0.017096011	0.0579479670952381	0.0021703830142034046
0.017227219	0.05834017466666666	0.0025823310711025325
0.017358428	0.057494282047619055	0.0026871253044622573
0.017489636	0.05634602128571429	0.0022217326538864746
0.017620845	0.056677976809523814	0.002249227207703435
0.017752053	0.0566358569047619	0.0021103840177160473
0.017883262	0.05566494461904763	0.0022575492817504665
