#DAT file by SAXSII - Timestamp: 09/12/2024 14:40:47
radial-q_A^-1,intensity,sigma
0.00012720999243161018,6553490.0,839.23975
0.0002797691318333428,6295704.0,543.7991
0.00043232827123507536,6014601.5,428.22052
0.000584887410636808,5638977.5,352.7106
0.0007374465500385405,5177100.0,298.00372
0.0008900056894402731,4653965.0,256.76657
0.0010425648288420058,4099544.2,222.96544
0.0011951239682437384,3549785.5,195.85182
0.001347683107645471,2999873.5,171.40314
0.0015002422470472036,2454696.2,146.2263
0.001652801386448936,1938347.2,122.146736
0.0018053605258506686,1473749.9,100.965515
0.0019579196652524016,1077893.9,82.83492
0.002110478804654134,752157.5,67.393814
0.0022630379440558668,500801.66,54.0571
0.002415597083457599,316591.03,41.613583
0.002568156222859332,190746.44,30.803185
0.0027207153622610643,112903.19,22.75669
0.0028732745016627967,65417.062,16.781864
0.0030258336410645295,36974.805,12.366994
0.003178392780466262,20594.35,9.164733
0.0033309519198679947,10853.983,6.5046544
0.003483511059269727,5472.0083,4.474895
0.0036360701986714594,2642.4402,3.0253265
0.0037886293380731927,1235.6616,2.0203679
0.003941188477474925,557.1485,1.3295549
0.004093747616876658,247.34084,0.8778945
0.004246306756278391,108.72309,0.57355285
0.004398865895680123,48.496162,0.3758885
0.004551425035081855,21.621323,0.2453287
0.004703984174483589,9.869601,0.16414475
0.004856543313885321,4.633919,0.111494265
0.005009102453287053,2.7635226,0.08583297
0.005161661592688786,1.8217149,0.07159141
0.005314220732090518,1.3563336,0.063104
0.005466779871492251,1.1744276,0.05948616
0.005619339010893984,0.99657243,0.05567694
0.005771898150295716,0.86896545,0.053802613
0.0059244572896974485,0.85188335,0.05284569
0.006077016429099181,0.73460966,0.05117413
0.006229575568500914,0.7040674,0.049313597
0.006382134707902647,0.73594904,0.049032558
0.00653469384730438,0.6923823,0.048693836
0.006687252986706112,0.6338275,0.047227092
0.0068398121261078445,0.6109506,0.046727944
0.006992371265509577,0.53549737,0.045742128
0.00714493040491131,0.49948898,0.044530354
0.0072974895443130424,0.47033492,0.043803215
0.0074500486837147765,0.46393538,0.043472715
0.007602607823116509,0.40682787,0.042340074
0.007755166962518241,0.3694927,0.041883856
0.007907726101919975,0.38034752,0.04149617
0.008060285241321706,0.36217666,0.04088613
0.00821284438072344,0.3909244,0.040814824
0.00836540352012517,0.3554816,0.040379073
0.008517962659526904,0.3531926,0.039612852
0.008670521798928637,0.34827614,0.03959562
0.008823080938330369,0.30067548,0.038904183
0.008975640077732102,0.27466962,0.038152713
0.009128199217133834,0.2799576,0.03799026
0.009280758356535567,0.2635794,0.03783142
0.0094333174959373,0.2590336,0.037571
0.009585876635339032,0.28524575,0.037023902
0.009738435774740765,0.27509183,0.036891997
0.009890994914142498,0.2853379,0.036625985
0.01004355405354423,0.2771432,0.03607789
0.010196113192945963,0.24555379,0.035760406
0.010348672332347694,0.22990237,0.03566611
0.010501231471749427,0.25692353,0.035507318
0.01065379061115116,0.20483369,0.035081927
0.010806349750552892,0.21048786,0.034735423
0.010958908889954625,0.2298313,0.03440375
0.011111468029356357,0.22970268,0.03437561
0.01126402716875809,0.19326663,0.033922806
0.011416586308159823,0.20543705,0.03382287
0.011569145447561555,0.20204128,0.03355676
0.011721704586963288,0.18737507,0.033233326
0.01187426372636502,0.24650536,0.033166375
0.012026822865766753,0.193365,0.03299839
0.012179382005168486,0.20305753,0.032910604
0.012331941144570218,0.21006976,0.0326336
0.012484500283971953,0.23173545,0.03249611
0.012637059423373682,0.19646929,0.032078557
0.012789618562775416,0.17953017,0.031855866
0.012942177702177147,0.18035334,0.03165436
0.01309473684157888,0.19124281,0.031641327
0.013247295980980612,0.16220233,0.031307876
0.013399855120382345,0.1461314,0.031114522
0.013552414259784077,0.14739507,0.030998485
0.013704973399185812,0.14873934,0.030662298
0.013857532538587541,0.17155209,0.03059997
0.014010091677989276,0.19008633,0.030431626
0.014162650817391008,0.18459792,0.030393839
0.014315209956792741,0.1763972,0.030227944
0.014467769096194473,0.16815549,0.02993678
0.014620328235596206,0.15360539,0.02973549
0.01477288737499794,0.15485384,0.02964006
0.01492544651439967,0.15710236,0.029531317
0.015078005653801406,0.15325049,0.02929471
0.015230564793203137,0.1618176,0.029173395
0.01538312393260487,0.15586245,0.029027352
0.015535683072006602,0.14135678,0.028867586
0.015688242211408337,0.14875399,0.028772378
0.015840801350810067,0.15282822,0.028581822
0.0159933604902118,0.14788182,0.02841698
0.016145919629613533,0.1494325,0.028354067
0.016298478769015266,0.16601564,0.028213378
0.016451037908416996,0.15094939,0.028046135
0.01660359704781873,0.13139227,0.027905917
0.016756156187220463,0.14163806,0.027806124
0.016908715326622196,0.13862544,0.027717358
0.017061274466023926,0.15222314,0.027611233
0.017213833605425662,0.14407639,0.027407454
0.017366392744827392,0.15736458,0.027295925
0.017518951884229125,0.13255121,0.027085967
0.01767151102363086,0.15758239,0.027070336
0.017824070163032592,0.14535257,0.026957778
0.01797662930243432,0.1347219,0.02679892
0.018129188441836055,0.14603336,0.026761403
0.018281747581237788,0.14958806,0.026553985
0.01843430672063952,0.13149983,0.026379984
0.01858686586004125,0.13271603,0.026339483
0.018739424999442988,0.13590513,0.0262884
0.018891984138844718,0.13179488,0.02614706
0.01904454327824645,0.13639568,0.026103681
0.019197102417648184,0.119763605,0.025933927
0.019349661557049917,0.10586962,0.025761912
0.019502220696451647,0.12242067,0.02573464
0.019654779835853384,0.1228426,0.02565555
0.019807338975255117,0.11048913,0.025484698
0.019959898114656847,0.13008477,0.025516264
0.02011245725405858,0.12996995,0.02533944
0.020265016393460313,0.1262005,0.025205588
0.020417575532862046,0.12376457,0.025150517
0.020570134672263776,0.13017803,0.025045926
0.020722693811665513,0.118431136,0.024992034
0.020875252951067243,0.1253661,0.02491931
0.021027812090468976,0.12922926,0.024815237
0.02118037122987071,0.11951607,0.024677785
0.021332930369272442,0.107400596,0.024601799
0.021485489508674172,0.12102078,0.024542205
0.021638048648075905,0.13327157,0.024425874
0.02179060778747764,0.12314182,0.02436765
0.021943166926879372,0.12046327,0.024222163
0.0220957260662811,0.12464552,0.024162583
0.02224828520568284,0.11673075,0.024097672
0.022400844345084568,0.11098309,0.024009254
0.0225534034844863,0.1233083,0.023937624
0.022705962623888035,0.1269691,0.023859173
0.022858521763289768,0.13157424,0.02375197
0.023011080902691498,0.11178806,0.023626832
0.02316364004209323,0.10985408,0.023552062
0.023316199181494964,0.11296749,0.023562718
0.023468758320896697,0.109493464,0.023422293
0.023621317460298427,0.11516163,0.023414452
0.023773876599700164,0.11194423,0.023274338
0.023926435739101894,0.09950578,0.023156382
0.024078994878503627,0.11084218,0.023142936
0.02423155401790536,0.11479681,0.023127917
0.024384113157307093,0.108929954,0.022978326
0.024536672296708823,0.10840055,0.022914587
0.024689231436110556,0.10819159,0.022862926
0.024841790575512293,0.10932669,0.022754533
0.024994349714914023,0.11427663,0.02267688
0.025146908854315753,0.104859404,0.02265218
0.02529946799371749,0.121602096,0.022559779
0.025452027133119223,0.09922261,0.02252834
0.025604586272520952,0.118808225,0.022473674
0.025757145411922686,0.12424438,0.022374313
0.025909704551324422,0.10308494,0.022236384
0.026062263690726152,0.099280715,0.022221288
0.026214822830127882,0.09529005,0.022150928
0.026367381969529615,0.11036251,0.02210929
0.026519941108931352,0.115126036,0.022097928
0.02667250024833308,0.12075547,0.021985557
0.026825059387734815,0.11424259,0.021902563
0.026977618527136545,0.11214764,0.021860532
0.02713017766653828,0.10333108,0.021792578
0.02728273680594001,0.1085994,0.021707337
0.027435295945341744,0.094045505,0.021809561
0.027587855084743474,0.09165607,0.022011729
0.02774041422414521,0.111389175,0.022035701
0.027892973363546944,0.1150926,0.022099514
0.028045532502948674,0.10400433,0.022149816
0.028198091642350404,0.101812564,0.02223289
0.02835065078175214,0.10528188,0.022288209
0.028503209921153874,0.09651417,0.02232518
0.028655769060555603,0.083745845,0.022244016
0.028808328199957337,0.09597389,0.022235923
0.028960887339359073,0.10399117,0.022274168
0.029113446478760803,0.11008541,0.022275463
0.029266005618162533,0.10013505,0.022298012
0.02941856475756427,0.10629067,0.022317158
0.029571123896966003,0.10387938,0.02227071
0.029723683036367732,0.101825394,0.022218833
0.029876242175769466,0.099183574,0.02222009
0.030028801315171202,0.10841171,0.022215413
0.030181360454572932,0.09755512,0.022257952
0.030333919593974662,0.09753911,0.02225026
0.030486478733376395,0.09804312,0.02217643
0.030639037872778132,0.101353735,0.022301469
0.03079159701217986,0.100313045,0.02258196
0.030944156151581595,0.08336402,0.022753362
0.031096715290983325,0.08439528,0.022930365
0.03124927443038506,0.10535609,0.023055565
0.03140183356978679,0.08781336,0.023070097
0.03155439270918852,0.102630086,0.02319242
0.03170695184859026,0.08899892,0.023245694
0.031859510987991994,0.08270482,0.02333182
0.032012070127393724,0.082203075,0.023380363
0.032164629266795454,0.09567593,0.02345332
0.032317188406197184,0.11360524,0.023556462
0.03246974754559892,0.10049654,0.023575032
0.03262230668500065,0.10350183,0.023652608
0.03277486582440239,0.089898825,0.023665136
0.03292742496380412,0.087751046,0.023739688
0.03307998410320585,0.08158985,0.023763277
0.03323254324260758,0.09365968,0.023793984
0.03338510238200931,0.084609665,0.023847418
0.03353766152141104,0.08858994,0.023926355
0.03369022066081278,0.10480867,0.02398307
0.033842779800214516,0.083885066,0.02398302
0.033995338939616246,0.08857254,0.024024276
0.034147898079017976,0.09351927,0.02405355
0.03430045721841971,0.09617572,0.024104996
0.03445301635782144,0.088925794,0.024122946
0.03460557549722317,0.084226675,0.024153877
0.03475813463662491,0.09629171,0.024227433
0.034910693776026645,0.09736053,0.024229975
0.035063252915428375,0.09614951,0.024265878
0.035215812054830105,0.09063277,0.024277186
0.03536837119423184,0.084750734,0.024304636
0.03552093033363357,0.10639795,0.024342367
0.0356734894730353,0.11376723,0.024408555
0.03582604861243704,0.10886327,0.024405923
0.035978607751838775,0.098829,0.024419142
0.036131166891240504,0.08567896,0.024476074
0.036283726030642234,0.07242353,0.024443353
0.036436285170043964,0.077545896,0.024544409
0.0365888443094457,0.08856833,0.024991913
0.03674140344884743,0.08156712,0.025426982
0.03689396258824917,0.07728919,0.025669537
0.0370465217276509,0.083201855,0.025850095
0.037199080867052634,0.08855388,0.02604211
0.03735164000645436,0.08819347,0.02617555
0.03750419914585609,0.09375545,0.026464574
0.03765675828525783,0.08465948,0.026605157
0.037809317424659566,0.080632284,0.026826728
0.037961876564061296,0.07366335,0.026933892
0.038114435703463026,0.07260883,0.0271027
0.038266994842864756,0.06977113,0.027205322
0.03841955398226649,0.08347957,0.02736438
0.03857211312166822,0.08627706,0.027628316
0.03872467226106996,0.07906266,0.027833458
0.03887723140047169,0.08630247,0.027880097
0.039029790539873425,0.0811978,0.027976628
0.039182349679275155,0.09947627,0.028173849
0.039334908818676885,0.080521435,0.028271155
0.03948746795807862,0.08893611,0.028527068
0.03964002709748035,0.093520224,0.028680712
0.03979258623688209,0.10750326,0.028826114
0.03994514537628382,0.08615776,0.028872794
0.040097704515685555,0.10965333,0.028996505
0.040250263655087284,0.08083884,0.02914511
0.040402822794489014,0.07430531,0.029407157
0.040555381933890744,0.071488954,0.029533664
0.04070794107329248,0.08698566,0.029667381
0.04086050021269422,0.098955005,0.02977541
0.04101305935209595,0.081381485,0.02983949
0.04116561849149768,0.09216201,0.030003386
0.041318177630899414,0.07748941,0.03011877
0.04147073677030114,0.0989062,0.029968303
0.04162329590970287,0.08589229,0.02912034
0.04177585504910461,0.075860545,0.028762888
0.04192841418850635,0.08314467,0.02858524
0.042080973327908076,0.09173906,0.028340332
0.042233532467309806,0.06806201,0.028122073
0.042386091606711536,0.096901596,0.028029356
0.04253865074611327,0.09446319,0.027841665
0.042691209885515,0.08717036,0.027783873
0.04284376902491674,0.096024424,0.027717302
0.04299632816431847,0.08198519,0.027528277
0.043148887303720206,0.08853501,0.027460149
0.043301446443121935,0.091824494,0.027443301
0.043454005582523665,0.09122169,0.02725788
0.043606564721925395,0.09775557,0.027246691
0.04375912386132713,0.0647118,0.027164187
0.04391168300072887,0.060279913,0.027078396
0.0440642421401306,0.08264986,0.02703586
0.044216801279532335,0.08555441,0.026996981
0.044369360418934065,0.08738081,0.026919339
0.044521919558335794,0.08115025,0.026813315
0.044674478697737524,0.08158306,0.026788535
0.04482703783713926,0.08912135,0.026759068
0.044979596976541,0.092709474,0.02675188
0.04513215611594273,0.09169158,0.02673125
0.04528471525534446,0.084614456,0.026574438
0.045437274394746194,0.081537805,0.026542433
0.045589833534147924,0.08584177,0.026485415
0.04574239267354965,0.09141444,0.026431317
0.04589495181295139,0.08816597,0.026363155
0.04604751095235313,0.08123609,0.026272738
0.046200070091754857,0.08329765,0.026220355
0.046352629231156586,0.07659371,0.026071446
0.046505188370558316,0.09270969,0.026029201
0.04665774750996005,0.09475294,0.025983503
0.04681030664936178,0.08973113,0.025901876
0.04696286578876352,0.08359204,0.025840066
0.04711542492816525,0.07823132,0.025769247
0.047267984067566986,0.09025735,0.02563558
0.047420543206968715,0.0822563,0.025594546
0.047573102346370445,0.07777665,0.02557493
0.047725661485772175,0.07744419,0.025499176
0.04787822062517391,0.08210653,0.025423061
0.04803077976457565,0.07203569,0.025341827
0.04818333890397738,0.06989874,0.025265275
0.04833589804337911,0.08529448,0.025245447
0.048488457182780845,0.078539595,0.025169251
