#DAT file by SAXSII - Timestamp: 09/12/2024 14:40:47
radial-q_A^-1,intensity,sigma
0.00012720999243161018,6325383.5,824.4103
0.0002797691318333428,6083343.0,534.587
0.00043232827123507536,5815534.0,421.16446
0.000584887410636808,5459829.5,347.12488
0.0007374465500385405,5026254.0,293.62497
0.0008900056894402731,4533728.0,253.34253
0.0010425648288420058,4011247.5,220.47914
0.0011951239682437384,3491810.8,194.24883
0.001347683107645471,2970451.0,170.59904
0.0015002422470472036,2450919.8,146.15959
0.001652801386448936,1951456.0,122.57604
0.0018053605258506686,1495460.6,101.700745
0.0019579196652524016,1102599.6,83.77129
0.002110478804654134,777080.4,68.505745
0.0022630379440558668,522983.38,55.243774
0.002415597083457599,334189.6,42.757343
0.002568156222859332,202956.12,31.778656
0.0027207153622610643,120856.07,23.555687
0.0028732745016627967,70134.94,17.383282
0.0030258336410645295,39656.07,12.810228
0.003178392780466262,21970.396,9.44257
0.0033309519198679947,11618.836,6.7210193
0.003483511059269727,5885.6016,4.639821
0.0036360701986714594,2856.4866,3.1450448
0.0037886293380731927,1332.9777,2.0957496
0.003941188477474925,600.0663,1.3807343
0.004093747616876658,266.00412,0.9077162
0.004246306756278391,116.491035,0.591438
0.004398865895680123,51.850708,0.38780025
0.004551425035081855,23.432823,0.25675762
0.004703984174483589,10.398479,0.1672176
0.004856543313885321,5.1972003,0.11819751
0.005009102453287053,2.7178006,0.0849708
0.005161661592688786,1.6994913,0.068578206
0.005314220732090518,1.3482348,0.06255257
0.005466779871492251,1.1604575,0.059385028
0.005619339010893984,1.0827701,0.057628
0.005771898150295716,0.9103989,0.053864904
0.0059244572896974485,0.89644957,0.05344093
0.006077016429099181,0.8456694,0.051762566
0.006229575568500914,0.7496279,0.050642397
0.006382134707902647,0.6394664,0.048474487
0.00653469384730438,0.597208,0.0477615
0.006687252986706112,0.54215324,0.046739608
0.0068398121261078445,0.59878606,0.04691197
0.006992371265509577,0.6115301,0.045967557
0.00714493040491131,0.48513114,0.044346157
0.0072974895443130424,0.4249466,0.043423835
0.0074500486837147765,0.45982406,0.043398533
0.007602607823116509,0.41855705,0.042688936
0.007755166962518241,0.4329445,0.042294227
0.007907726101919975,0.38128227,0.04198138
0.008060285241321706,0.37964782,0.041268762
0.00821284438072344,0.35858738,0.04034729
0.00836540352012517,0.34285638,0.0402495
0.008517962659526904,0.30347732,0.039792974
0.008670521798928637,0.3359656,0.039433584
0.008823080938330369,0.3318118,0.039283574
0.008975640077732102,0.30970135,0.03879339
0.009128199217133834,0.25999463,0.037885882
0.009280758356535567,0.2643382,0.03782162
0.0094333174959373,0.24675408,0.03757549
0.009585876635339032,0.2523896,0.036968295
0.009738435774740765,0.21243612,0.03656011
0.009890994914142498,0.23459601,0.03646899
0.01004355405354423,0.20760529,0.036069427
0.010196113192945963,0.19917905,0.035946958
0.010348672332347694,0.24115728,0.035828162
0.010501231471749427,0.23988773,0.035422854
0.01065379061115116,0.22888619,0.035113648
0.010806349750552892,0.22240338,0.03477936
0.010958908889954625,0.23983306,0.03455565
0.011111468029356357,0.19154632,0.034164786
0.01126402716875809,0.21587797,0.034462865
0.011416586308159823,0.21573158,0.033981375
0.011569145447561555,0.21467644,0.033656754
0.011721704586963288,0.18728812,0.033345744
0.01187426372636502,0.22573504,0.03327787
0.012026822865766753,0.20777804,0.03302286
0.012179382005168486,0.18702452,0.03261142
0.012331941144570218,0.20446981,0.032602098
0.012484500283971953,0.18498279,0.03231529
0.012637059423373682,0.19913459,0.032209985
0.012789618562775416,0.19738391,0.031884786
0.012942177702177147,0.17400348,0.031707227
0.01309473684157888,0.15755102,0.031516217
0.013247295980980612,0.17448367,0.031412914
0.013399855120382345,0.1892781,0.031268466
0.013552414259784077,0.17292236,0.0309317
0.013704973399185812,0.15078568,0.03067486
0.013857532538587541,0.17619707,0.03057279
0.014010091677989276,0.17356189,0.03048876
0.014162650817391008,0.162861,0.030307695
0.014315209956792741,0.15779862,0.030119697
0.014467769096194473,0.18076563,0.029976852
0.014620328235596206,0.1701043,0.029741777
0.01477288737499794,0.1779366,0.02960797
0.01492544651439967,0.15680017,0.02939437
0.015078005653801406,0.16235022,0.029444784
