#DAT file by SAXSII - Timestamp: 09/12/2024 14:40:48
radial-q_A^-1,intensity,sigma
0.00012720999243161018,6350392.5,826.0476
0.0002797691318333428,6104554.5,535.5086
0.00043232827123507536,5835199.5,421.87054
0.000584887410636808,5477635.5,347.6752
0.0007374465500385405,5041589.5,294.0649
0.0008900056894402731,4546802.5,253.72224
0.0010425648288420058,4021332.5,220.7655
0.0011951239682437384,3498563.0,194.43452
0.001347683107645471,2974238.8,170.70485
0.0015002422470472036,2452017.0,146.1873
0.001652801386448936,1950663.5,122.54797
0.0018053605258506686,1493654.1,101.63567
0.0019579196652524016,1100672.9,83.698074
0.002110478804654134,774954.7,68.41067
0.0022630379440558668,520870.78,55.131767
0.002415597083457599,332454.1,42.64852
0.002568156222859332,201693.8,31.67967
0.0027207153622610643,119987.266,23.468145
0.0028732745016627967,69589.266,17.312292
0.0030258336410645295,39539.195,12.823438
0.003178392780466262,21811.379,9.413136
0.0033309519198679947,11507.411,6.68895
0.003483511059269727,5832.4824,4.6200256
0.0036360701986714594,2824.6272,3.1275125
0.0037886293380731927,1320.9205,2.087859
0.003941188477474925,598.16693,1.3793927
0.004093747616876658,264.282,0.90500873
0.004246306756278391,116.590614,0.5936798
0.004398865895680123,51.030735,0.38378084
0.004551425035081855,23.386135,0.25610033
0.004703984174483589,10.192955,0.16544954
0.004856543313885321,5.1380653,0.11745016
0.005009102453287053,2.8634377,0.08791995
0.005161661592688786,1.8401479,0.07215272
0.005314220732090518,1.4047014,0.06354216
0.005466779871492251,1.1530535,0.059092104
0.005619339010893984,1.0091616,0.05628747
0.005771898150295716,0.94196296,0.054764837
0.0059244572896974485,0.7752271,0.051915422
0.006077016429099181,0.76050127,0.05143234
0.006229575568500914,0.76695544,0.050979353
0.006382134707902647,0.7075987,0.04989136
0.00653469384730438,0.6643893,0.04808049
0.006687252986706112,0.65804327,0.04802288
0.0068398121261078445,0.54050833,0.046494186
0.006992371265509577,0.5059495,0.045255486
0.00714493040491131,0.51686335,0.04494832
0.0072974895443130424,0.46138752,0.043575436
0.0074500486837147765,0.46950385,0.043620285
0.007602607823116509,0.3871296,0.04217968
0.007755166962518241,0.43472165,0.042415246
0.007907726101919975,0.35578874,0.04123554
0.008060285241321706,0.35600784,0.041082732
0.00821284438072344,0.3464404,0.040407717
0.00836540352012517,0.36646995,0.04045222
0.008517962659526904,0.31540754,0.03967009
0.008670521798928637,0.33642808,0.039303783
0.008823080938330369,0.31958705,0.03900709
0.008975640077732102,0.26021513,0.03817817
0.009128199217133834,0.30131447,0.038189854
0.009280758356535567,0.28373075,0.03809213
0.0094333174959373,0.25202087,0.03740973
0.009585876635339032,0.28218427,0.037424665
0.009738435774740765,0.26875538,0.037038904
0.009890994914142498,0.22144063,0.036457524
0.01004355405354423,0.26004472,0.036334105
0.010196113192945963,0.21969587,0.035763457
0.010348672332347694,0.19392584,0.035579298
0.010501231471749427,0.21240354,0.035369623
0.01065379061115116,0.20264938,0.035016365
0.010806349750552892,0.18984106,0.034709107
0.010958908889954625,0.21980587,0.034532297
0.011111468029356357,0.18884563,0.034228586
0.01126402716875809,0.18814942,0.034139413
0.011416586308159823,0.17780775,0.033957366
0.011569145447561555,0.16570532,0.03360623
0.011721704586963288,0.18356645,0.033201765
0.01187426372636502,0.1855999,0.03302421
0.012026822865766753,0.19514453,0.032842178
0.012179382005168486,0.19597816,0.03290138
0.012331941144570218,0.1981269,0.032539245
0.012484500283971953,0.18223862,0.032443255
0.012637059423373682,0.1687471,0.032066464
0.012789618562775416,0.18335281,0.03186161
0.012942177702177147,0.19754364,0.031721883
0.01309473684157888,0.19594586,0.031626556
0.013247295980980612,0.16776597,0.03130803
0.013399855120382345,0.17644452,0.031239836
0.013552414259784077,0.17219986,0.031004138
0.013704973399185812,0.17029978,0.030767126
