#DAT file by SAXSII - Timestamp: 09/12/2024 14:40:47
radial-q_A^-1,intensity,sigma
0.00012720999243161018,6684357.0,847.5868
0.0002797691318333428,6422360.0,549.23303
0.00043232827123507536,6132071.5,432.38016
0.000584887410636808,5739996.5,355.8423
0.0007374465500385405,5261061.0,300.42258
0.0008900056894402731,4718924.5,258.58023
0.0010425648288420058,4144341.0,224.18974
0.0011951239682437384,3577585.0,196.61147
0.001347683107645471,3010992.2,171.70561
0.0015002422470472036,2451280.8,146.10991
0.001652801386448936,1925875.0,121.75295
0.0018053605258506686,1456543.8,100.38283
0.0019579196652524016,1059323.6,82.123405
0.002110478804654134,734813.9,66.60807
0.0022630379440558668,486465.88,53.264988
0.002415597083457599,305826.34,40.887024
0.002568156222859332,183620.88,30.21759
0.0027207153622610643,108518.445,22.313396
0.0028732745016627967,62845.883,16.451134
0.0030258336410645295,35584.63,12.133117
0.003178392780466262,19815.48,8.973365
0.0033309519198679947,10484.559,6.386657
0.003483511059269727,5310.2773,4.4088473
0.0036360701986714594,2568.4827,2.9826903
0.0037886293380731927,1205.0803,1.9983915
0.003941188477474925,539.9915,1.3080232
0.004093747616876658,240.3194,0.86406016
0.004246306756278391,106.006935,0.5649325
0.004398865895680123,46.920334,0.3691312
0.004551425035081855,21.1004,0.24332449
0.004703984174483589,9.923442,0.16534856
0.004856543313885321,4.8555055,0.113597974
0.005009102453287053,2.715481,0.08493926
0.005161661592688786,1.842225,0.0711909
0.005314220732090518,1.3716471,0.06257644
0.005466779871492251,1.0747867,0.05784932
0.005619339010893984,0.9949671,0.056566626
0.005771898150295716,0.8625618,0.05329733
0.0059244572896974485,0.82686657,0.05235272
0.006077016429099181,0.8166339,0.05196153
0.006229575568500914,0.7679996,0.050413772
0.006382134707902647,0.7420069,0.049664766
0.00653469384730438,0.6611502,0.04861122
0.006687252986706112,0.57378656,0.04668119
0.0068398121261078445,0.55039614,0.046101157
0.006992371265509577,0.5570662,0.045912303
0.00714493040491131,0.47085962,0.043732375
0.0072974895443130424,0.4440825,0.04379157
0.0074500486837147765,0.44073144,0.043226074
0.007602607823116509,0.3901374,0.04243654
0.007755166962518241,0.39898556,0.042185657
0.007907726101919975,0.39160797,0.0418011
0.008060285241321706,0.36133182,0.041016854
0.00821284438072344,0.3767068,0.040454157
0.00836540352012517,0.36429217,0.040170472
0.008517962659526904,0.33632976,0.039753344
0.008670521798928637,0.27572972,0.03930294
0.008823080938330369,0.27305058,0.038784783
0.008975640077732102,0.28979138,0.03841232
0.009128199217133834,0.29332742,0.038111776
0.009280758356535567,0.2939294,0.03810147
0.0094333174959373,0.31039762,0.037949644
0.009585876635339032,0.3175105,0.037653208
0.009738435774740765,0.25470182,0.036781754
0.009890994914142498,0.23057255,0.03650423
0.01004355405354423,0.22485624,0.036054846
0.010196113192945963,0.2321195,0.03568188
0.010348672332347694,0.22651486,0.03546134
0.010501231471749427,0.21586308,0.03540924
0.01065379061115116,0.21034637,0.034984212
0.010806349750552892,0.2367632,0.034885123
0.010958908889954625,0.23750171,0.034503594
0.011111468029356357,0.23115607,0.034353748
0.01126402716875809,0.20532471,0.034058835
0.011416586308159823,0.18953958,0.033825
0.011569145447561555,0.18831222,0.033617806
0.011721704586963288,0.19557993,0.033350248
0.01187426372636502,0.2076136,0.033096157
0.012026822865766753,0.20044312,0.032824587
0.012179382005168486,0.19451214,0.032811377
0.012331941144570218,0.20336138,0.03250185
0.012484500283971953,0.21761537,0.032299563
0.012637059423373682,0.18358146,0.03211065
0.012789618562775416,0.20046638,0.0318665
0.012942177702177147,0.19410458,0.03184848
0.01309473684157888,0.17499292,0.03159356
0.013247295980980612,0.17940374,0.031349555
0.013399855120382345,0.1787974,0.03119122
0.013552414259784077,0.16023913,0.030873325
0.013704973399185812,0.18224882,0.030703727
0.013857532538587541,0.1810625,0.03063553
0.014010091677989276,0.17004447,0.030431554
0.014162650817391008,0.17529702,0.03032784
0.014315209956792741,0.16878733,0.030088054
0.014467769096194473,0.1770503,0.030026099
0.014620328235596206,0.1793133,0.029864868
0.01477288737499794,0.1740408,0.029704677
0.01492544651439967,0.16616093,0.029478054
0.015078005653801406,0.1604141,0.029382888
0.015230564793203137,0.17442207,0.029188756
0.01538312393260487,0.16349925,0.029140634
0.015535683072006602,0.16881606,0.028860837
0.015688242211408337,0.16090108,0.02865868
0.015840801350810067,0.15501663,0.028565772
0.0159933604902118,0.18611157,0.02863919
0.016145919629613533,0.16612884,0.028407844
0.016298478769015266,0.16233298,0.02824091
0.016451037908416996,0.14642277,0.028042357
0.01660359704781873,0.14441028,0.02791797
0.016756156187220463,0.15406151,0.027799623
0.016908715326622196,0.14861701,0.027745293
0.017061274466023926,0.14918005,0.02757077
0.017213833605425662,0.1545679,0.027559333
0.017366392744827392,0.14280233,0.02728473
0.017518951884229125,0.1554286,0.027189728
0.01767151102363086,0.13942175,0.027063228
0.017824070163032592,0.1525461,0.026951581
0.01797662930243432,0.1544865,0.026870467
0.018129188441836055,0.15530562,0.026789526
0.018281747581237788,0.15426147,0.026668644
